"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_2ztDaELCkVGO8kW","caus1.RKB",7,"rationality","Abnormal","Knowledge",1
"R_11YYUc8jWEPEaSf","caus1.RKB",4,"rationality","Abnormal","Knowledge",1
"R_2tJQWc6RMGqRQYC","caus1.RIB",1,"rationality","Abnormal","Ignorance",1
"R_2D8Owj67AWmkUlA","caus1.RIB",7,"rationality","Abnormal","Ignorance",1
"R_33gwLmLDAA1sTss","caus1.RIB",6,"rationality","Abnormal","Ignorance",1
"R_2WD90bhyn9J69Ha","caus1.RIB",1,"rationality","Abnormal","Ignorance",1
"R_2bK1LPzExCL8lFz","caus1.RIB",3,"rationality","Abnormal","Ignorance",1
"R_2DUjsgyYiGnm9wl","caus1.RIB",4,"rationality","Abnormal","Ignorance",1
"R_2tEkkjB3jr9kKd8","caus1.RIB",2,"rationality","Abnormal","Ignorance",1
"R_1CHAJot3FC6NBeN","caus1.RIB",7,"rationality","Abnormal","Ignorance",1
"R_2SCdKufodrraz8A","caus1.RIB",7,"rationality","Abnormal","Ignorance",1
"R_ZqVy8lQ9l8TDEbf","caus1.RIB",3,"rationality","Abnormal","Ignorance",1
"R_9vODBjqOkWfjFQx","caus1.RIB",5,"rationality","Abnormal","Ignorance",1
"R_2zCT32AZoJuffSL","caus1.RIB",5,"rationality","Abnormal","Ignorance",1
"R_UW9Z0Sp70p8QQGl","caus1.RIB",3,"rationality","Abnormal","Ignorance",1
"R_2S7YCVEQSU9KkX9","caus1.RIB",2,"rationality","Abnormal","Ignorance",1
"R_3emO5qdUedKdmB8","caus1.RIB",6,"rationality","Abnormal","Ignorance",1
"R_1gqMbe4EhnySk7L","caus1.RIB",4,"rationality","Abnormal","Ignorance",1
"R_3QWpTqoynzhUnEb","caus1.RIB",7,"rationality","Abnormal","Ignorance",1
"R_1EZpcs6LCqD9BN2","caus1.RIB",1,"rationality","Abnormal","Ignorance",1
"R_DuCIgw0cncLtAyZ","caus1.RIB",1,"rationality","Abnormal","Ignorance",1
"R_10BPCT74LoGWeK4","caus1.RIB",5,"rationality","Abnormal","Ignorance",1
"R_2xSjFGK4nkJg6kl","caus1.RIB",4,"rationality","Abnormal","Ignorance",1
"R_1GwqSaM0GhGJEvu","caus1.RIB",4,"rationality","Abnormal","Ignorance",1
"R_3RycVtZeFdZzOn4","caus1.RIB",6,"rationality","Abnormal","Ignorance",1
"R_2Y9RqYTxwYjkEsO","caus1.RIB",1,"rationality","Abnormal","Ignorance",1
"R_TdsVMRhgtvHYWGd","caus1.RIB",2,"rationality","Abnormal","Ignorance",1
"R_2fBaz1njeTCwFDg","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_2ZObC2dIpw8cyew","caus1.MKB",2,"morality","Abnormal","Knowledge",1
"R_Ry475r49Fm4MWDT","caus1.MKB",4,"morality","Abnormal","Knowledge",1
"R_3qsx4vjyD1n6TWN","caus1.MKB",4,"morality","Abnormal","Knowledge",1
"R_325ZO6nfA5s9iHN","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_2zvDGSCi7VlQsjq","caus1.MKB",6,"morality","Abnormal","Knowledge",1
"R_vNWF8w455LwfSFz","caus1.MKB",6,"morality","Abnormal","Knowledge",1
"R_SBRF9Lajer6XwDT","caus1.MKB",1,"morality","Abnormal","Knowledge",1
"R_SNWtpP5ahyMOXAZ","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_elMr3Tw4LHp9BW9","caus1.MKB",7,"morality","Abnormal","Knowledge",1
"R_06fZySX0Rey0Cl3","caus1.MKB",2,"morality","Abnormal","Knowledge",1
"R_27qC1YLUmc6HFQ7","caus1.MKB",6,"morality","Abnormal","Knowledge",1
"R_2pKu4Bvm4tH3cEx","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_23fOkfuU9MC0RLa","caus1.MKB",4,"morality","Abnormal","Knowledge",1
"R_ykAEB31sV3Uvo6l","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_bOh1jgCq3iZaq3L","caus1.MKB",7,"morality","Abnormal","Knowledge",1
"R_3EuNv697lcM1BKh","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_2SxkFsQWl7ljVlg","caus1.MKB",3,"morality","Abnormal","Knowledge",1
"R_3Pz2m5OVtvp3MyN","caus1.MKB",5,"morality","Abnormal","Knowledge",1
"R_1LMz3o29ejBG0RM","caus1.MKB",3,"morality","Abnormal","Knowledge",1
"R_31LDVkPtASjf01y","caus1.MKB",4,"morality","Abnormal","Knowledge",1
"R_1g8Ev8jBoaZsqrp","caus1.MKB",6,"morality","Abnormal","Knowledge",1
"R_3kGoGui3njgTcQG","caus1.MKB",6,"morality","Abnormal","Knowledge",1
"R_WptAnrSTWA8ikvf","caus1.MKB",7,"morality","Abnormal","Knowledge",1
"R_3lRIEvPYQ1lWm8U","caus1.MKB",3,"morality","Abnormal","Knowledge",1
"R_yQtSb1omyXaVzAl","caus1.MIB",4,"morality","Abnormal","Ignorance",1
"R_uyp37cmhjFrwrBv","caus1.MIB",7,"morality","Abnormal","Ignorance",1
"R_2SlgBAOTUJwmdMm","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_2101MsSbIdm3awP","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_2YeSQCOM119ZbQi","caus1.MIB",4,"morality","Abnormal","Ignorance",1
"R_BAoKbF8PmP5gxCF","caus1.MIB",5,"morality","Abnormal","Ignorance",1
"R_ezCKh6T97kDqXRL","caus1.MIB",7,"morality","Abnormal","Ignorance",1
"R_2AHe8xvxjAdi4HA","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_73gl19vqtwsCL3b","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_WBuo8s9VCZLreQ9","caus1.MIB",2,"morality","Abnormal","Ignorance",1
"R_3Rly0Y8WAskIIpJ","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_2ypxeeY6dxCyfux","caus1.MIB",5,"morality","Abnormal","Ignorance",1
"R_1QfLLV27HwsjPt9","caus1.MIB",5,"morality","Abnormal","Ignorance",1
"R_3MEBK22uhr6CFcP","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_2rMFWlt0amxGdN3","caus1.MIB",2,"morality","Abnormal","Ignorance",1
"R_3fZDQ0HKyA57tlt","caus1.MIB",2,"morality","Abnormal","Ignorance",1
"R_3FIEsD4UpCH1xkX","caus1.MIB",7,"morality","Abnormal","Ignorance",1
"R_3fIrGdslgqPS77V","caus1.MIB",3,"morality","Abnormal","Ignorance",1
"R_3nUATMe0Tx4Xkir","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_4O5oaOnxfrXerbr","caus1.MIB",5,"morality","Abnormal","Ignorance",1
"R_3s4c5gm16LpuWHF","caus1.MIB",6,"morality","Abnormal","Ignorance",1
"R_1E5QgphHPglIJzm","caus1.MIB",1,"morality","Abnormal","Ignorance",1
"R_3qyQzkoVBpzVJtd","caus1.MIB",4,"morality","Abnormal","Ignorance",1
"R_3g6FiK6nvC7Z622","caus1.MIB",5,"morality","Abnormal","Ignorance",1
"R_2EskuywjxEX5pIg","caus1.MIB",1,"morality","Abnormal","Ignorance",1
"R_SNSaRsNd36GZBap","caus1.RKG",4,"rationality","Normal","Knowledge",1
"R_Wf9yO6kOByjRfzj","caus1.RKG",2,"rationality","Normal","Knowledge",1
"R_2tFow6WZdXNL5v7","caus1.RKG",7,"rationality","Normal","Knowledge",1
"R_6sqhg90xvrPK4QJ","caus1.RKG",4,"rationality","Normal","Knowledge",1
"R_w7QRd2mMsffG6TD","caus1.RKG",7,"rationality","Normal","Knowledge",1
"R_r22wBQDJrvOypDb","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_2uPSdXCqk73QKwa","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_3CNuPYzjwTjbxYy","caus1.RKG",5,"rationality","Normal","Knowledge",1
"R_2y3iqlodlBxrhIf","caus1.RKG",5,"rationality","Normal","Knowledge",1
"R_5jN300vGGyDgxHP","caus1.RKG",3,"rationality","Normal","Knowledge",1
"R_21d2uADwa8G3Fx4","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_3WToMF1JpcIXI1X","caus1.RKG",7,"rationality","Normal","Knowledge",1
"R_1diZdA1StZBl7AT","caus1.RKG",4,"rationality","Normal","Knowledge",1
"R_2q2I8pFfFiRJg8e","caus1.RKG",7,"rationality","Normal","Knowledge",1
"R_1dgLecrcU5qQ2Ea","caus1.RKG",3,"rationality","Normal","Knowledge",1
"R_6WPvZDNiTfFeHQd","caus1.RKG",4,"rationality","Normal","Knowledge",1
"R_3j86i9QqLY7PH8A","caus1.RKG",7,"rationality","Normal","Knowledge",1
"R_094rWo5810F6RIR","caus1.RKG",3,"rationality","Normal","Knowledge",1
"R_0SSl0SNv3OZBm1j","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_3GvJno3Lpum6Vfy","caus1.RKG",5,"rationality","Normal","Knowledge",1
"R_1FLF8fsmOVPAkpH","caus1.RKG",7,"rationality","Normal","Knowledge",1
"R_1cTdIzdogOSzW8p","caus1.RKG",5,"rationality","Normal","Knowledge",1
"R_3pbSzMPRGR6nLOF","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_3qxujMMrpY7Ti6A","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_31zMgQnb6WQHEtT","caus1.RKG",6,"rationality","Normal","Knowledge",1
"R_PUPfwsyqGUMXcmB","caus1.RKG",1,"rationality","Normal","Knowledge",1
"R_29bHQQ2oPiTR1HO","caus1.RIG",1,"rationality","Normal","Ignorance",1
"R_2WYfIWj1j7Eyboc","caus1.RIG",7,"rationality","Normal","Ignorance",1
"R_1dbMCfd0tFgyzGw","caus1.RIG",2,"rationality","Normal","Ignorance",1
"R_2wi5PcVfGEmAi1X","caus1.RIG",1,"rationality","Normal","Ignorance",1
"R_1CeHcLeh2G41fnP","caus1.RIG",2,"rationality","Normal","Ignorance",1
"R_2WSuRwvczqhr7Jl","caus1.RIG",4,"rationality","Normal","Ignorance",1
"R_0CnqgRESEZl2XnP","caus1.RIG",5,"rationality","Normal","Ignorance",1
"R_RPszNNKC5JI8UOR","caus1.RIG",7,"rationality","Normal","Ignorance",1
"R_bdButfdCOVPoPId","caus1.RIG",3,"rationality","Normal","Ignorance",1
"R_1LAV9FMjyeBDNr8","caus1.RIG",6,"rationality","Normal","Ignorance",1
"R_1mq52jlZ6JYGV0A","caus1.RIG",5,"rationality","Normal","Ignorance",1
"R_2frHSIA1kufs7vM","caus1.RIG",6,"rationality","Normal","Ignorance",1
"R_33xuskDCljLYM9a","caus1.RIG",4,"rationality","Normal","Ignorance",1
"R_2sRy62Sdzrliw6H","caus1.RIG",6,"rationality","Normal","Ignorance",1
"R_bEI04bP0vTNWw3r","caus1.RIG",3,"rationality","Normal","Ignorance",1
"R_OfGTCPUucCWrsbL","caus1.RIG",4,"rationality","Normal","Ignorance",1
"R_3EcATsLMamJIwBW","caus1.RIG",5,"rationality","Normal","Ignorance",1
"R_3JJ0A2pX04RCufy","caus1.RIG",2,"rationality","Normal","Ignorance",1
"R_3PNagj6HF3X09KJ","caus1.RIG",7,"rationality","Normal","Ignorance",1
"R_3fcqNm48dgpygqV","caus1.RIG",6,"rationality","Normal","Ignorance",1
"R_1GPlNrkmRMYE03A","caus1.RIG",1,"rationality","Normal","Ignorance",1
"R_3CCPzKRRh98zqzM","caus1.RIG",5,"rationality","Normal","Ignorance",1
"R_2aKP8KLCc3g3pV5","caus1.RIG",7,"rationality","Normal","Ignorance",1
"R_56Bpm4nmkrN02DD","caus1.RIG",1,"rationality","Normal","Ignorance",1
"R_3Ooc5uH0fWpAEhG","caus1.RIG",6,"rationality","Normal","Ignorance",1
"R_12fgVQnAgkjrQS3","caus1.RIG",4,"rationality","Normal","Ignorance",1
"R_2XhV22aSIfhzE2M","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_SAI1Og7BAnD7SeZ","caus1.MKG",1,"morality","Normal","Knowledge",1
"R_yUCeaFeOGqKeGsN","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_bdZcxQuvrgUR0hr","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_2cC6APY4eALuGee","caus1.MKG",1,"morality","Normal","Knowledge",1
"R_p03NuB3Z58X3UNX","caus1.MKG",2,"morality","Normal","Knowledge",1
"R_2fIZKuSeDjQPCt0","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_UaupL4LJSmGSGel","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_22P04tPnH5dj7FL","caus1.MKG",5,"morality","Normal","Knowledge",1
"R_1DwMppQkFdsq4aT","caus1.MKG",5,"morality","Normal","Knowledge",1
"R_eevMKDNgO3LPZbX","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_9KqpoaLy2rmFlbr","caus1.MKG",4,"morality","Normal","Knowledge",1
"R_1ez3PsrssSbwyI2","caus1.MKG",7,"morality","Normal","Knowledge",1
"R_27Vbbyyd3BStWIv","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_3KC5mJqulG2txoG","caus1.MKG",7,"morality","Normal","Knowledge",1
"R_6KGmYUMcgxjQ8AJ","caus1.MKG",7,"morality","Normal","Knowledge",1
"R_2pY7P5XHvSzkrsw","caus1.MKG",7,"morality","Normal","Knowledge",1
"R_2qF7OPt0WMTVld4","caus1.MKG",7,"morality","Normal","Knowledge",1
"R_2dmz8uU8gOtwUoZ","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_5uw9Iy2C0pRvlUR","caus1.MKG",6,"morality","Normal","Knowledge",1
"R_10CSZSO1NWktQqC","caus1.MKG",5,"morality","Normal","Knowledge",1
"R_2eUKFZTmZ04CZH8","caus1.MKG",2,"morality","Normal","Knowledge",1
"R_2Qy4nJhazUAgAEf","caus1.MKG",3,"morality","Normal","Knowledge",1
"R_3Rx7lDIJMjuVO74","caus1.MKG",5,"morality","Normal","Knowledge",1
"R_1GB5CAA9vT9xVP4","caus1.MKG",7,"morality","Normal","Knowledge",1
"R_33ydZUGqQjKMVgR","caus1.MIG",2,"morality","Normal","Ignorance",1
"R_29s869TqKRtXUjX","caus1.MIG",7,"morality","Normal","Ignorance",1
"R_1FgpxZrcDBC7KiF","caus1.MIG",5,"morality","Normal","Ignorance",1
"R_6LMS7eeInGKNAc1","caus1.MIG",2,"morality","Normal","Ignorance",1
"R_aVmbstkulfSoJeV","caus1.MIG",6,"morality","Normal","Ignorance",1
"R_2R8hkz3JSrNKkdp","caus1.MIG",6,"morality","Normal","Ignorance",1
"R_33a2eX3whQVHtDa","caus1.MIG",4,"morality","Normal","Ignorance",1
"R_rjOq2IChESZqJZn","caus1.MIG",3,"morality","Normal","Ignorance",1
"R_ysVNiHJkeHRAnUl","caus1.MIG",7,"morality","Normal","Ignorance",1
"R_279w3C1gRACViHV","caus1.MIG",7,"morality","Normal","Ignorance",1
"R_2ztDcedePVbfcLH","caus1.MIG",6,"morality","Normal","Ignorance",1
"R_2VOykpg9SncchQV","caus1.MIG",6,"morality","Normal","Ignorance",1
"R_3RsAmWrIuksbSPR","caus1.MIG",3,"morality","Normal","Ignorance",1
"R_1jetbCnb1GXdiZq","caus1.MIG",5,"morality","Normal","Ignorance",1
"R_22Prrl5ZIrxC5Qr","caus1.MIG",4,"morality","Normal","Ignorance",1
"R_3PjYAgoAbRc0dbX","caus1.MIG",7,"morality","Normal","Ignorance",1
"R_scF05p8ZB30854B","caus1.MIG",1,"morality","Normal","Ignorance",1
"R_2fboH8e1lyaeH85","caus1.MIG",5,"morality","Normal","Ignorance",1
"R_oY5jCmgI8r7I4iR","caus1.MIG",7,"morality","Normal","Ignorance",1
"R_3lVxU1XtUuXQ8Ul","caus1.MIG",4,"morality","Normal","Ignorance",1
"R_PYXZXihocfCk3ux","caus1.MIG",6,"morality","Normal","Ignorance",1
"R_DID9SJNfveUVuvv","caus1.MIG",7,"morality","Normal","Ignorance",1
"R_3JjS2XTIZfqtGD0","caus1.MIG",6,"morality","Normal","Ignorance",1
"R_3FQB0EpFBtEB0gc","caus1.MIG",5,"morality","Normal","Ignorance",1
"R_3nrbiPTSZRQ8TK6","caus1.MIG",1,"morality","Normal","Ignorance",1
"R_29s869TqKRtXUjX","caus2.RKB",7,"rationality","Abnormal","Knowledge",2
"R_1dbMCfd0tFgyzGw","caus2.RKB",7,"rationality","Abnormal","Knowledge",2
"R_2SlgBAOTUJwmdMm","caus2.RKB",6,"rationality","Abnormal","Knowledge",2
"R_w7QRd2mMsffG6TD","caus2.RKB",7,"rationality","Abnormal","Knowledge",2
"R_1hYb71KLb5Gred1","caus2.RKB",4,"rationality","Abnormal","Knowledge",2
"R_SBRF9Lajer6XwDT","caus2.RKB",1,"rationality","Abnormal","Knowledge",2
"R_1LAV9FMjyeBDNr8","caus2.RKB",1,"rationality","Abnormal","Knowledge",2
"R_1CHAJot3FC6NBeN","caus2.RKB",4,"rationality","Abnormal","Knowledge",2
"R_2ztDcedePVbfcLH","caus2.RKB",6,"rationality","Abnormal","Knowledge",2
"R_21d2uADwa8G3Fx4","caus2.RKB",6,"rationality","Abnormal","Knowledge",2
"R_3Rly0Y8WAskIIpJ","caus2.RKB",3,"rationality","Abnormal","Knowledge",2
"R_9vODBjqOkWfjFQx","caus2.RKB",5,"rationality","Abnormal","Knowledge",2
"R_UW9Z0Sp70p8QQGl","caus2.RKB",2,"rationality","Abnormal","Knowledge",2
"R_1QfLLV27HwsjPt9","caus2.RKB",3,"rationality","Abnormal","Knowledge",2
"R_bEI04bP0vTNWw3r","caus2.RKB",3,"rationality","Abnormal","Knowledge",2
"R_1pol0eGkwiW2RSY","caus2.RKB",6,"rationality","Abnormal","Knowledge",2
"R_1dgLecrcU5qQ2Ea","caus2.RKB",3,"rationality","Abnormal","Knowledge",2
"R_2pY7P5XHvSzkrsw","caus2.RKB",7,"rationality","Abnormal","Knowledge",2
"R_3nVhIQzHW7xv81F","caus2.RKB",3,"rationality","Abnormal","Knowledge",2
"R_1cTdIzdogOSzW8p","caus2.RKB",7,"rationality","Abnormal","Knowledge",2
"R_2dmz8uU8gOtwUoZ","caus2.RKB",2,"rationality","Abnormal","Knowledge",2
"R_PYXZXihocfCk3ux","caus2.RKB",6,"rationality","Abnormal","Knowledge",2
"R_1g8Ev8jBoaZsqrp","caus2.RKB",3,"rationality","Abnormal","Knowledge",2
"R_WptAnrSTWA8ikvf","caus2.RKB",6,"rationality","Abnormal","Knowledge",2
"R_3ix9OZp19n7z3ji","caus2.RIB",3,"rationality","Abnormal","Ignorance",2
"R_SAI1Og7BAnD7SeZ","caus2.RIB",1,"rationality","Abnormal","Ignorance",2
"R_yUCeaFeOGqKeGsN","caus2.RIB",4,"rationality","Abnormal","Ignorance",2
"R_2e3YYxDNFxGdOp8","caus2.RIB",6,"rationality","Abnormal","Ignorance",2
"R_2R8hkz3JSrNKkdp","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_2DUjsgyYiGnm9wl","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_vNWF8w455LwfSFz","caus2.RIB",3,"rationality","Abnormal","Ignorance",2
"R_SNWtpP5ahyMOXAZ","caus2.RIB",5,"rationality","Abnormal","Ignorance",2
"R_2SCdKufodrraz8A","caus2.RIB",7,"rationality","Abnormal","Ignorance",2
"R_73gl19vqtwsCL3b","caus2.RIB",5,"rationality","Abnormal","Ignorance",2
"R_06fZySX0Rey0Cl3","caus2.RIB",3,"rationality","Abnormal","Ignorance",2
"R_27qC1YLUmc6HFQ7","caus2.RIB",6,"rationality","Abnormal","Ignorance",2
"R_2S7YCVEQSU9KkX9","caus2.RIB",3,"rationality","Abnormal","Ignorance",2
"R_3emO5qdUedKdmB8","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_bOh1jgCq3iZaq3L","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_1jetbCnb1GXdiZq","caus2.RIB",1,"rationality","Abnormal","Ignorance",2
"R_eevMKDNgO3LPZbX","caus2.RIB",4,"rationality","Abnormal","Ignorance",2
"R_2SqwWyOBTK9ReoK","caus2.RIB",1,"rationality","Abnormal","Ignorance",2
"R_22qSb38GWlOy4En","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_1LMz3o29ejBG0RM","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_3nUATMe0Tx4Xkir","caus2.RIB",3,"rationality","Abnormal","Ignorance",2
"R_3s4c5gm16LpuWHF","caus2.RIB",6,"rationality","Abnormal","Ignorance",2
"R_2aKP8KLCc3g3pV5","caus2.RIB",3,"rationality","Abnormal","Ignorance",2
"R_5uw9Iy2C0pRvlUR","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_3qxujMMrpY7Ti6A","caus2.RIB",2,"rationality","Abnormal","Ignorance",2
"R_3lRIEvPYQ1lWm8U","caus2.RIB",5,"rationality","Abnormal","Ignorance",2
"R_ploi37XR9kuXVSh","caus2.MKB",5,"morality","Abnormal","Knowledge",2
"R_yQtSb1omyXaVzAl","caus2.MKB",3,"morality","Abnormal","Knowledge",2
"R_6sqhg90xvrPK4QJ","caus2.MKB",4,"morality","Abnormal","Knowledge",2
"R_2uPSdXCqk73QKwa","caus2.MKB",5,"morality","Abnormal","Knowledge",2
"R_2wi5PcVfGEmAi1X","caus2.MKB",1,"morality","Abnormal","Knowledge",2
"R_2WSuRwvczqhr7Jl","caus2.MKB",4,"morality","Abnormal","Knowledge",2
"R_BAoKbF8PmP5gxCF","caus2.MKB",2,"morality","Abnormal","Knowledge",2
"R_33a2eX3whQVHtDa","caus2.MKB",3,"morality","Abnormal","Knowledge",2
"R_2zvDGSCi7VlQsjq","caus2.MKB",4,"morality","Abnormal","Knowledge",2
"R_rjOq2IChESZqJZn","caus2.MKB",4,"morality","Abnormal","Knowledge",2
"R_239viXo01LDQFab","caus2.MKB",1,"morality","Abnormal","Knowledge",2
"R_1ez3PsrssSbwyI2","caus2.MKB",5,"morality","Abnormal","Knowledge",2
"R_27Vbbyyd3BStWIv","caus2.MKB",6,"morality","Abnormal","Knowledge",2
"R_2q2I8pFfFiRJg8e","caus2.MKB",6,"morality","Abnormal","Knowledge",2
"R_3FIEsD4UpCH1xkX","caus2.MKB",7,"morality","Abnormal","Knowledge",2
"R_10BPCT74LoGWeK4","caus2.MKB",3,"morality","Abnormal","Knowledge",2
"R_3fIrGdslgqPS77V","caus2.MKB",3,"morality","Abnormal","Knowledge",2
"R_3GvJno3Lpum6Vfy","caus2.MKB",5,"morality","Abnormal","Knowledge",2
"R_31LDVkPtASjf01y","caus2.MKB",5,"morality","Abnormal","Knowledge",2
"R_3PNagj6HF3X09KJ","caus2.MKB",6,"morality","Abnormal","Knowledge",2
"R_1GPlNrkmRMYE03A","caus2.MKB",1,"morality","Abnormal","Knowledge",2
"R_3pbSzMPRGR6nLOF","caus2.MKB",3,"morality","Abnormal","Knowledge",2
"R_sIi8srHnEndCnjr","caus2.MKB",3,"morality","Abnormal","Knowledge",2
"R_3Ooc5uH0fWpAEhG","caus2.MKB",2,"morality","Abnormal","Knowledge",2
"R_PUPfwsyqGUMXcmB","caus2.MKB",1,"morality","Abnormal","Knowledge",2
"R_SNSaRsNd36GZBap","caus2.MIB",5,"morality","Abnormal","Ignorance",2
"R_uyp37cmhjFrwrBv","caus2.MIB",7,"morality","Abnormal","Ignorance",2
"R_2ZObC2dIpw8cyew","caus2.MIB",2,"morality","Abnormal","Ignorance",2
"R_6LMS7eeInGKNAc1","caus2.MIB",5,"morality","Abnormal","Ignorance",2
"R_33gwLmLDAA1sTss","caus2.MIB",3,"morality","Abnormal","Ignorance",2
"R_0CnqgRESEZl2XnP","caus2.MIB",5,"morality","Abnormal","Ignorance",2
"R_ysVNiHJkeHRAnUl","caus2.MIB",7,"morality","Abnormal","Ignorance",2
"R_279w3C1gRACViHV","caus2.MIB",7,"morality","Abnormal","Ignorance",2
"R_elMr3Tw4LHp9BW9","caus2.MIB",3,"morality","Abnormal","Ignorance",2
"R_12o8dePtLHKo7h9","caus2.MIB",2,"morality","Abnormal","Ignorance",2
"R_23fOkfuU9MC0RLa","caus2.MIB",3,"morality","Abnormal","Ignorance",2
"R_2zCT32AZoJuffSL","caus2.MIB",5,"morality","Abnormal","Ignorance",2
"R_3j8mcSiHC7NaIjx","caus2.MIB",2,"morality","Abnormal","Ignorance",2
"R_22Prrl5ZIrxC5Qr","caus2.MIB",4,"morality","Abnormal","Ignorance",2
"R_1diZdA1StZBl7AT","caus2.MIB",6,"morality","Abnormal","Ignorance",2
"R_scF05p8ZB30854B","caus2.MIB",1,"morality","Abnormal","Ignorance",2
"R_11bFqHsy4lHKXGM","caus2.MIB",1,"morality","Abnormal","Ignorance",2
"R_3EcATsLMamJIwBW","caus2.MIB",6,"morality","Abnormal","Ignorance",2
"R_oY5jCmgI8r7I4iR","caus2.MIB",7,"morality","Abnormal","Ignorance",2
"R_2SxkFsQWl7ljVlg","caus2.MIB",3,"morality","Abnormal","Ignorance",2
"R_4O5oaOnxfrXerbr","caus2.MIB",6,"morality","Abnormal","Ignorance",2
"R_1E5QgphHPglIJzm","caus2.MIB",2,"morality","Abnormal","Ignorance",2
"R_2eUKFZTmZ04CZH8","caus2.MIB",6,"morality","Abnormal","Ignorance",2
"R_3JjS2XTIZfqtGD0","caus2.MIB",6,"morality","Abnormal","Ignorance",2
"R_3FQB0EpFBtEB0gc","caus2.MIB",6,"morality","Abnormal","Ignorance",2
"R_12fgVQnAgkjrQS3","caus2.MIB",2,"morality","Abnormal","Ignorance",2
