"ResponseId","condCod","responses","question","norm","knowledge","outcome","scenario","condition"
"R_1MPTbU4h7AUdxiQ","vale06.RKG","3","Valence","Rationality","Knowledge","Good",6,"RKG"
"R_1MPTbU4h7AUdxiQ","norm06.RKG","6","Normality","Rationality","Knowledge","Good",6,"RKG"
"R_1MPTbU4h7AUdxiQ","vale07.RKG","5","Valence","Rationality","Knowledge","Good",7,"RKG"
"R_1MPTbU4h7AUdxiQ","norm07.RKG","4","Normality","Rationality","Knowledge","Good",7,"RKG"
"R_1MPTbU4h7AUdxiQ","vale08.RIG","4","Valence","Rationality","Ignorance","Good",8,"RIG"
"R_1MPTbU4h7AUdxiQ","norm08.RIG","5","Normality","Rationality","Ignorance","Good",8,"RIG"
"R_1MPTbU4h7AUdxiQ","vale09.RIB","5","Valence","Rationality","Ignorance","Bad",9,"RIB"
"R_1MPTbU4h7AUdxiQ","norm09.RIB","4","Normality","Rationality","Ignorance","Bad",9,"RIB"
"R_1MPTbU4h7AUdxiQ","vale10.MIB","3","Valence","Morality","Ignorance","Bad",10,"MIB"
"R_1MPTbU4h7AUdxiQ","norm10.MIB","4","Normality","Morality","Ignorance","Bad",10,"MIB"
"R_1MPTbU4h7AUdxiQ","vale11.RIG","6","Valence","Rationality","Ignorance","Good",11,"RIG"
"R_1MPTbU4h7AUdxiQ","norm11.RIG","4","Normality","Rationality","Ignorance","Good",11,"RIG"
"R_1MPTbU4h7AUdxiQ","vale12.RIG","3","Valence","Rationality","Ignorance","Good",12,"RIG"
"R_1MPTbU4h7AUdxiQ","norm12.RIG","6","Normality","Rationality","Ignorance","Good",12,"RIG"
"R_1MPTbU4h7AUdxiQ","vale13.RIB","4","Valence","Rationality","Ignorance","Bad",13,"RIB"
"R_1MPTbU4h7AUdxiQ","norm13.RIB","4","Normality","Rationality","Ignorance","Bad",13,"RIB"
"R_1MPTbU4h7AUdxiQ","vale14.RKG","3","Valence","Rationality","Knowledge","Good",14,"RKG"
"R_1MPTbU4h7AUdxiQ","norm14.RKG","6","Normality","Rationality","Knowledge","Good",14,"RKG"
"R_1MPTbU4h7AUdxiQ","vale15.MIB","5","Valence","Morality","Ignorance","Bad",15,"MIB"
"R_1MPTbU4h7AUdxiQ","norm15.MIB","4","Normality","Morality","Ignorance","Bad",15,"MIB"
"R_1MPTbU4h7AUdxiQ","vale16.RIG","6","Valence","Rationality","Ignorance","Good",16,"RIG"
"R_1MPTbU4h7AUdxiQ","norm16.RIG","4","Normality","Rationality","Ignorance","Good",NA,"RIG"
"R_1Cm9WqsUy3ewOoz","vale01.MKB","3","Valence","Morality","Knowledge","Bad",1,"MKB"
"R_1Cm9WqsUy3ewOoz","norm01.MKB","5","Normality","Morality","Knowledge","Bad",1,"MKB"
"R_1Cm9WqsUy3ewOoz","vale02.MKG","5","Valence","Morality","Knowledge","Good",2,"MKG"
"R_1Cm9WqsUy3ewOoz","norm02.MKG","3","Normality","Morality","Knowledge","Good",2,"MKG"
"R_1Cm9WqsUy3ewOoz","vale03.RKB","4","Valence","Rationality","Knowledge","Bad",3,"RKB"
"R_1Cm9WqsUy3ewOoz","norm03.RKB","5","Normality","Rationality","Knowledge","Bad",3,"RKB"
"R_1Cm9WqsUy3ewOoz","vale04.MKG","5","Valence","Morality","Knowledge","Good",4,"MKG"
"R_1Cm9WqsUy3ewOoz","norm04.MKG","5","Normality","Morality","Knowledge","Good",4,"MKG"
"R_1Cm9WqsUy3ewOoz","vale05.MIG","3","Valence","Morality","Ignorance","Good",5,"MIG"
"R_1Cm9WqsUy3ewOoz","norm05.MIG","3","Normality","Morality","Ignorance","Good",5,"MIG"
"R_1Cm9WqsUy3ewOoz","vale06.RKG","3","Valence","Rationality","Knowledge","Good",6,"RKG"
"R_1Cm9WqsUy3ewOoz","norm06.RKG","4","Normality","Rationality","Knowledge","Good",6,"RKG"
"R_1Cm9WqsUy3ewOoz","vale07.MKG","4","Valence","Morality","Knowledge","Good",7,"MKG"
"R_1Cm9WqsUy3ewOoz","norm07.MKG","4","Normality","Morality","Knowledge","Good",7,"MKG"
"R_1Cm9WqsUy3ewOoz","vale08.MIB","4","Valence","Morality","Ignorance","Bad",8,"MIB"
"R_1Cm9WqsUy3ewOoz","norm08.MIB","3","Normality","Morality","Ignorance","Bad",8,"MIB"
"R_1Cm9WqsUy3ewOoz","vale09.MIG","3","Valence","Morality","Ignorance","Good",9,"MIG"
"R_1Cm9WqsUy3ewOoz","norm09.MIG","5","Normality","Morality","Ignorance","Good",9,"MIG"
"R_1Cm9WqsUy3ewOoz","vale10.RKB","4","Valence","Rationality","Knowledge","Bad",10,"RKB"
"R_1Cm9WqsUy3ewOoz","norm10.RKB","3","Normality","Rationality","Knowledge","Bad",10,"RKB"
"R_1Cm9WqsUy3ewOoz","vale11.RKG","4","Valence","Rationality","Knowledge","Good",11,"RKG"
"R_1Cm9WqsUy3ewOoz","norm11.RKG","4","Normality","Rationality","Knowledge","Good",11,"RKG"
"R_1Cm9WqsUy3ewOoz","vale12.RIG","4","Valence","Rationality","Ignorance","Good",12,"RIG"
"R_1Cm9WqsUy3ewOoz","norm12.RIG","5","Normality","Rationality","Ignorance","Good",12,"RIG"
"R_1Cm9WqsUy3ewOoz","vale13.MIG","3","Valence","Morality","Ignorance","Good",13,"MIG"
"R_1Cm9WqsUy3ewOoz","norm13.MIG","3","Normality","Morality","Ignorance","Good",13,"MIG"
"R_1Cm9WqsUy3ewOoz","vale14.RKB","4","Valence","Rationality","Knowledge","Bad",14,"RKB"
"R_1Cm9WqsUy3ewOoz","norm14.RKB","3","Normality","Rationality","Knowledge","Bad",14,"RKB"
"R_1Cm9WqsUy3ewOoz","vale15.RKB","5","Valence","Rationality","Knowledge","Bad",15,"RKB"
"R_1Cm9WqsUy3ewOoz","norm15.RKB","4","Normality","Rationality","Knowledge","Bad",15,"RKB"
"R_1Cm9WqsUy3ewOoz","vale16.MIG","4","Valence","Morality","Ignorance","Good",16,"MIG"
"R_1Cm9WqsUy3ewOoz","norm16.MIG","5","Normality","Morality","Ignorance","Good",NA,"MIG"
"R_1Fgocn1Zr6ATTQd","vale01.RKG","6","Valence","Rationality","Knowledge","Good",1,"RKG"
"R_1Fgocn1Zr6ATTQd","norm01.RKG","7","Normality","Rationality","Knowledge","Good",1,"RKG"
"R_1Fgocn1Zr6ATTQd","vale02.MKB","2","Valence","Morality","Knowledge","Bad",2,"MKB"
"R_1Fgocn1Zr6ATTQd","norm02.MKB","6","Normality","Morality","Knowledge","Bad",2,"MKB"
"R_1Fgocn1Zr6ATTQd","vale03.RKB","1","Valence","Rationality","Knowledge","Bad",3,"RKB"
"R_1Fgocn1Zr6ATTQd","norm03.RKB","2","Normality","Rationality","Knowledge","Bad",3,"RKB"
"R_1Fgocn1Zr6ATTQd","vale04.RKG","6","Valence","Rationality","Knowledge","Good",4,"RKG"
"R_1Fgocn1Zr6ATTQd","norm04.RKG","3","Normality","Rationality","Knowledge","Good",4,"RKG"
"R_1Fgocn1Zr6ATTQd","vale05.RKB","2","Valence","Rationality","Knowledge","Bad",5,"RKB"
"R_1Fgocn1Zr6ATTQd","norm05.RKB","3","Normality","Rationality","Knowledge","Bad",5,"RKB"
"R_1Fgocn1Zr6ATTQd","vale06.RIG","6","Valence","Rationality","Ignorance","Good",6,"RIG"
"R_1Fgocn1Zr6ATTQd","norm06.RIG","5","Normality","Rationality","Ignorance","Good",6,"RIG"
"R_1Fgocn1Zr6ATTQd","vale07.RKB","2","Valence","Rationality","Knowledge","Bad",7,"RKB"
"R_1Fgocn1Zr6ATTQd","norm07.RKB","6","Normality","Rationality","Knowledge","Bad",7,"RKB"
"R_1Fgocn1Zr6ATTQd","vale08.RKG","6","Valence","Rationality","Knowledge","Good",8,"RKG"
"R_1Fgocn1Zr6ATTQd","norm08.RKG","5","Normality","Rationality","Knowledge","Good",8,"RKG"
"R_1Fgocn1Zr6ATTQd","vale09.RIB","1","Valence","Rationality","Ignorance","Bad",9,"RIB"
"R_1Fgocn1Zr6ATTQd","norm09.RIB","1","Normality","Rationality","Ignorance","Bad",9,"RIB"
"R_1Fgocn1Zr6ATTQd","vale10.RKG","6","Valence","Rationality","Knowledge","Good",10,"RKG"
"R_1Fgocn1Zr6ATTQd","norm10.RKG","2","Normality","Rationality","Knowledge","Good",10,"RKG"
"R_1Fgocn1Zr6ATTQd","vale11.RIG","7","Valence","Rationality","Ignorance","Good",11,"RIG"
"R_1Fgocn1Zr6ATTQd","norm11.RIG","1","Normality","Rationality","Ignorance","Good",11,"RIG"
"R_1Fgocn1Zr6ATTQd","vale12.RIB","2","Valence","Rationality","Ignorance","Bad",12,"RIB"
"R_1Fgocn1Zr6ATTQd","norm12.RIB","5","Normality","Rationality","Ignorance","Bad",12,"RIB"
"R_1Fgocn1Zr6ATTQd","vale13.RKB","2","Valence","Rationality","Knowledge","Bad",13,"RKB"
"R_1Fgocn1Zr6ATTQd","norm13.RKB","1","Normality","Rationality","Knowledge","Bad",13,"RKB"
"R_1Fgocn1Zr6ATTQd","vale14.MKB","2","Valence","Morality","Knowledge","Bad",14,"MKB"
"R_1Fgocn1Zr6ATTQd","norm14.MKB","6","Normality","Morality","Knowledge","Bad",14,"MKB"
"R_1Fgocn1Zr6ATTQd","vale15.RIB","2","Valence","Rationality","Ignorance","Bad",15,"RIB"
"R_1Fgocn1Zr6ATTQd","norm15.RIB","1","Normality","Rationality","Ignorance","Bad",15,"RIB"
"R_1Fgocn1Zr6ATTQd","vale16.MIB","1","Valence","Morality","Ignorance","Bad",16,"MIB"
"R_1Fgocn1Zr6ATTQd","norm16.MIB","6","Normality","Morality","Ignorance","Bad",NA,"MIB"
"R_SN4YncwRkH6x6fv","vale01.RKB","2","Valence","Rationality","Knowledge","Bad",1,"RKB"
"R_SN4YncwRkH6x6fv","norm01.RKB","2","Normality","Rationality","Knowledge","Bad",1,"RKB"
"R_SN4YncwRkH6x6fv","vale02.MIB","3","Valence","Morality","Ignorance","Bad",2,"MIB"
"R_SN4YncwRkH6x6fv","norm02.MIB","3","Normality","Morality","Ignorance","Bad",2,"MIB"
"R_SN4YncwRkH6x6fv","vale03.RKG","3","Valence","Rationality","Knowledge","Good",3,"RKG"
"R_SN4YncwRkH6x6fv","norm03.RKG","3","Normality","Rationality","Knowledge","Good",3,"RKG"
"R_SN4YncwRkH6x6fv","vale04.MIB","3","Valence","Morality","Ignorance","Bad",4,"MIB"
"R_SN4YncwRkH6x6fv","norm04.MIB","3","Normality","Morality","Ignorance","Bad",4,"MIB"
"R_SN4YncwRkH6x6fv","vale05.RIB","3","Valence","Rationality","Ignorance","Bad",5,"RIB"
"R_SN4YncwRkH6x6fv","norm05.RIB","2","Normality","Rationality","Ignorance","Bad",5,"RIB"
"R_SN4YncwRkH6x6fv","vale06.MIG","3","Valence","Morality","Ignorance","Good",6,"MIG"
"R_SN4YncwRkH6x6fv","norm06.MIG","5","Normality","Morality","Ignorance","Good",6,"MIG"
"R_SN4YncwRkH6x6fv","vale07.RIB","5","Valence","Rationality","Ignorance","Bad",7,"RIB"
"R_SN4YncwRkH6x6fv","norm07.RIB","5","Normality","Rationality","Ignorance","Bad",7,"RIB"
"R_SN4YncwRkH6x6fv","vale08.MKG","3","Valence","Morality","Knowledge","Good",8,"MKG"
"R_SN4YncwRkH6x6fv","norm08.MKG","3","Normality","Morality","Knowledge","Good",8,"MKG"
"R_SN4YncwRkH6x6fv","vale09.MKB","5","Valence","Morality","Knowledge","Bad",9,"MKB"
"R_SN4YncwRkH6x6fv","norm09.MKB","3","Normality","Morality","Knowledge","Bad",9,"MKB"
"R_SN4YncwRkH6x6fv","vale10.RKG","3","Valence","Rationality","Knowledge","Good",10,"RKG"
"R_SN4YncwRkH6x6fv","norm10.RKG","3","Normality","Rationality","Knowledge","Good",10,"RKG"
"R_SN4YncwRkH6x6fv","vale11.MKG","5","Valence","Morality","Knowledge","Good",11,"MKG"
"R_SN4YncwRkH6x6fv","norm11.MKG","4","Normality","Morality","Knowledge","Good",11,"MKG"
"R_SN4YncwRkH6x6fv","vale12.RIB","3","Valence","Rationality","Ignorance","Bad",12,"RIB"
"R_SN4YncwRkH6x6fv","norm12.RIB","3","Normality","Rationality","Ignorance","Bad",12,"RIB"
"R_SN4YncwRkH6x6fv","vale13.RIG","3","Valence","Rationality","Ignorance","Good",13,"RIG"
"R_SN4YncwRkH6x6fv","norm13.RIG","3","Normality","Rationality","Ignorance","Good",13,"RIG"
"R_SN4YncwRkH6x6fv","vale14.MIB","5","Valence","Morality","Ignorance","Bad",14,"MIB"
"R_SN4YncwRkH6x6fv","norm14.MIB","3","Normality","Morality","Ignorance","Bad",14,"MIB"
"R_SN4YncwRkH6x6fv","vale15.RKB","5","Valence","Rationality","Knowledge","Bad",15,"RKB"
"R_SN4YncwRkH6x6fv","norm15.RKB","4","Normality","Rationality","Knowledge","Bad",15,"RKB"
"R_SN4YncwRkH6x6fv","vale16.MIB","5","Valence","Morality","Ignorance","Bad",16,"MIB"
"R_SN4YncwRkH6x6fv","norm16.MIB","6","Normality","Morality","Ignorance","Bad",NA,"MIB"
"R_1BpSpKraFRpBuo1","vale01.RIB","2","Valence","Rationality","Ignorance","Bad",1,"RIB"
"R_1BpSpKraFRpBuo1","norm01.RIB","3","Normality","Rationality","Ignorance","Bad",1,"RIB"
"R_1BpSpKraFRpBuo1","vale02.RIG","6","Valence","Rationality","Ignorance","Good",2,"RIG"
"R_1BpSpKraFRpBuo1","norm02.RIG","3","Normality","Rationality","Ignorance","Good",2,"RIG"
"R_1BpSpKraFRpBuo1","vale03.MIG","6","Valence","Morality","Ignorance","Good",3,"MIG"
"R_1BpSpKraFRpBuo1","norm03.MIG","4","Normality","Morality","Ignorance","Good",3,"MIG"
"R_1BpSpKraFRpBuo1","vale04.RKB","3","Valence","Rationality","Knowledge","Bad",4,"RKB"
"R_1BpSpKraFRpBuo1","norm04.RKB","4","Normality","Rationality","Knowledge","Bad",4,"RKB"
"R_1BpSpKraFRpBuo1","vale05.MIG","5","Valence","Morality","Ignorance","Good",5,"MIG"
"R_1BpSpKraFRpBuo1","norm05.MIG","4","Normality","Morality","Ignorance","Good",5,"MIG"
"R_1BpSpKraFRpBuo1","vale06.MIB","3","Valence","Morality","Ignorance","Bad",6,"MIB"
"R_1BpSpKraFRpBuo1","norm06.MIB","4","Normality","Morality","Ignorance","Bad",6,"MIB"
"R_1BpSpKraFRpBuo1","vale07.RKG","6","Valence","Rationality","Knowledge","Good",7,"RKG"
"R_1BpSpKraFRpBuo1","norm07.RKG","4","Normality","Rationality","Knowledge","Good",7,"RKG"
"R_1BpSpKraFRpBuo1","vale08.RIB","3","Valence","Rationality","Ignorance","Bad",8,"RIB"
"R_1BpSpKraFRpBuo1","norm08.RIB","5","Normality","Rationality","Ignorance","Bad",8,"RIB"
"R_1BpSpKraFRpBuo1","vale09.MIB","2","Valence","Morality","Ignorance","Bad",9,"MIB"
"R_1BpSpKraFRpBuo1","norm09.MIB","3","Normality","Morality","Ignorance","Bad",9,"MIB"
"R_1BpSpKraFRpBuo1","vale10.MKB","2","Valence","Morality","Knowledge","Bad",10,"MKB"
"R_1BpSpKraFRpBuo1","norm10.MKB","3","Normality","Morality","Knowledge","Bad",10,"MKB"
"R_1BpSpKraFRpBuo1","vale11.RIB","4","Valence","Rationality","Ignorance","Bad",11,"RIB"
"R_1BpSpKraFRpBuo1","norm11.RIB","4","Normality","Rationality","Ignorance","Bad",11,"RIB"
"R_1BpSpKraFRpBuo1","vale12.MKB","2","Valence","Morality","Knowledge","Bad",12,"MKB"
"R_1BpSpKraFRpBuo1","norm12.MKB","4","Normality","Morality","Knowledge","Bad",12,"MKB"
"R_1BpSpKraFRpBuo1","vale13.RKB","5","Valence","Rationality","Knowledge","Bad",13,"RKB"
"R_1BpSpKraFRpBuo1","norm13.RKB","4","Normality","Rationality","Knowledge","Bad",13,"RKB"
"R_1BpSpKraFRpBuo1","vale14.MKG","5","Valence","Morality","Knowledge","Good",14,"MKG"
"R_1BpSpKraFRpBuo1","norm14.MKG","3","Normality","Morality","Knowledge","Good",14,"MKG"
"R_1BpSpKraFRpBuo1","vale15.MIB","3","Valence","Morality","Ignorance","Bad",15,"MIB"
"R_1BpSpKraFRpBuo1","norm15.MIB","3","Normality","Morality","Ignorance","Bad",15,"MIB"
"R_1BpSpKraFRpBuo1","vale16.MIG","6","Valence","Morality","Ignorance","Good",16,"MIG"
"R_1BpSpKraFRpBuo1","norm16.MIG","5","Normality","Morality","Ignorance","Good",NA,"MIG"
"R_1Cl79AlJsF5JlTv","vale01.MKB","1","Valence","Morality","Knowledge","Bad",1,"MKB"
"R_1Cl79AlJsF5JlTv","norm01.MKB","2","Normality","Morality","Knowledge","Bad",1,"MKB"
"R_1Cl79AlJsF5JlTv","vale02.MIB","1","Valence","Morality","Ignorance","Bad",2,"MIB"
"R_1Cl79AlJsF5JlTv","norm02.MIB","4","Normality","Morality","Ignorance","Bad",2,"MIB"
"R_1Cl79AlJsF5JlTv","vale03.RIB","1","Valence","Rationality","Ignorance","Bad",3,"RIB"
"R_1Cl79AlJsF5JlTv","norm03.RIB","2","Normality","Rationality","Ignorance","Bad",3,"RIB"
"R_1Cl79AlJsF5JlTv","vale04.MKG","7","Valence","Morality","Knowledge","Good",4,"MKG"
"R_1Cl79AlJsF5JlTv","norm04.MKG","6","Normality","Morality","Knowledge","Good",4,"MKG"
"R_1Cl79AlJsF5JlTv","vale05.MIB","1","Valence","Morality","Ignorance","Bad",5,"MIB"
"R_1Cl79AlJsF5JlTv","norm05.MIB","4","Normality","Morality","Ignorance","Bad",5,"MIB"
"R_1Cl79AlJsF5JlTv","vale06.MIG","7","Valence","Morality","Ignorance","Good",6,"MIG"
"R_1Cl79AlJsF5JlTv","norm06.MIG","7","Normality","Morality","Ignorance","Good",6,"MIG"
"R_1Cl79AlJsF5JlTv","vale07.RIG","7","Valence","Rationality","Ignorance","Good",7,"RIG"
"R_1Cl79AlJsF5JlTv","norm07.RIG","7","Normality","Rationality","Ignorance","Good",7,"RIG"
"R_1Cl79AlJsF5JlTv","vale08.RKG","4","Valence","Rationality","Knowledge","Good",8,"RKG"
"R_1Cl79AlJsF5JlTv","norm08.RKG","2","Normality","Rationality","Knowledge","Good",8,"RKG"
"R_1Cl79AlJsF5JlTv","vale09.RKB","4","Valence","Rationality","Knowledge","Bad",9,"RKB"
"R_1Cl79AlJsF5JlTv","norm09.RKB","3","Normality","Rationality","Knowledge","Bad",9,"RKB"
"R_1Cl79AlJsF5JlTv","vale10.RIB","1","Valence","Rationality","Ignorance","Bad",10,"RIB"
"R_1Cl79AlJsF5JlTv","norm10.RIB","4","Normality","Rationality","Ignorance","Bad",10,"RIB"
"R_1Cl79AlJsF5JlTv","vale11.MKB","1","Valence","Morality","Knowledge","Bad",11,"MKB"
"R_1Cl79AlJsF5JlTv","norm11.MKB","4","Normality","Morality","Knowledge","Bad",11,"MKB"
"R_1Cl79AlJsF5JlTv","vale12.RIG","6","Valence","Rationality","Ignorance","Good",12,"RIG"
"R_1Cl79AlJsF5JlTv","norm12.RIG","4","Normality","Rationality","Ignorance","Good",12,"RIG"
"R_1Cl79AlJsF5JlTv","vale13.RIG","7","Valence","Rationality","Ignorance","Good",13,"RIG"
"R_1Cl79AlJsF5JlTv","norm13.RIG","3","Normality","Rationality","Ignorance","Good",13,"RIG"
"R_1Cl79AlJsF5JlTv","vale14.MKG","7","Valence","Morality","Knowledge","Good",14,"MKG"
"R_1Cl79AlJsF5JlTv","norm14.MKG","6","Normality","Morality","Knowledge","Good",14,"MKG"
"R_1Cl79AlJsF5JlTv","vale15.MIG","6","Valence","Morality","Ignorance","Good",15,"MIG"
"R_1Cl79AlJsF5JlTv","norm15.MIG","4","Normality","Morality","Ignorance","Good",15,"MIG"
"R_1Cl79AlJsF5JlTv","vale16.RIG","7","Valence","Rationality","Ignorance","Good",16,"RIG"
"R_1Cl79AlJsF5JlTv","norm16.RIG","5","Normality","Rationality","Ignorance","Good",NA,"RIG"
"R_2rU6tY2HPVNJ4k2","vale01.RIG","6","Valence","Rationality","Ignorance","Good",1,"RIG"
"R_2rU6tY2HPVNJ4k2","norm01.RIG","4","Normality","Rationality","Ignorance","Good",1,"RIG"
"R_2rU6tY2HPVNJ4k2","vale02.MIG","6","Valence","Morality","Ignorance","Good",2,"MIG"
"R_2rU6tY2HPVNJ4k2","norm02.MIG","5","Normality","Morality","Ignorance","Good",2,"MIG"
"R_2rU6tY2HPVNJ4k2","vale03.MIG","6","Valence","Morality","Ignorance","Good",3,"MIG"
"R_2rU6tY2HPVNJ4k2","norm03.MIG","4","Normality","Morality","Ignorance","Good",3,"MIG"
"R_2rU6tY2HPVNJ4k2","vale04.MIG","6","Valence","Morality","Ignorance","Good",4,"MIG"
"R_2rU6tY2HPVNJ4k2","norm04.MIG","4","Normality","Morality","Ignorance","Good",4,"MIG"
"R_2rU6tY2HPVNJ4k2","vale05.MIB","2","Valence","Morality","Ignorance","Bad",5,"MIB"
"R_2rU6tY2HPVNJ4k2","norm05.MIB","3","Normality","Morality","Ignorance","Bad",5,"MIB"
"R_2rU6tY2HPVNJ4k2","vale06.MKG","6","Valence","Morality","Knowledge","Good",6,"MKG"
"R_2rU6tY2HPVNJ4k2","norm06.MKG","4","Normality","Morality","Knowledge","Good",6,"MKG"
"R_2rU6tY2HPVNJ4k2","vale07.RKB","2","Valence","Rationality","Knowledge","Bad",7,"RKB"
"R_2rU6tY2HPVNJ4k2","norm07.RKB","3","Normality","Rationality","Knowledge","Bad",7,"RKB"
"R_2rU6tY2HPVNJ4k2","vale08.MKB","2","Valence","Morality","Knowledge","Bad",8,"MKB"
"R_2rU6tY2HPVNJ4k2","norm08.MKB","4","Normality","Morality","Knowledge","Bad",8,"MKB"
"R_2rU6tY2HPVNJ4k2","vale09.MKB","1","Valence","Morality","Knowledge","Bad",9,"MKB"
"R_2rU6tY2HPVNJ4k2","norm09.MKB","2","Normality","Morality","Knowledge","Bad",9,"MKB"
"R_2rU6tY2HPVNJ4k2","vale10.RIB","2","Valence","Rationality","Ignorance","Bad",10,"RIB"
"R_2rU6tY2HPVNJ4k2","norm10.RIB","3","Normality","Rationality","Ignorance","Bad",10,"RIB"
"R_2rU6tY2HPVNJ4k2","vale11.RKB","3","Valence","Rationality","Knowledge","Bad",11,"RKB"
"R_2rU6tY2HPVNJ4k2","norm11.RKB","3","Normality","Rationality","Knowledge","Bad",11,"RKB"
"R_2rU6tY2HPVNJ4k2","vale12.RKG","6","Valence","Rationality","Knowledge","Good",12,"RKG"
"R_2rU6tY2HPVNJ4k2","norm12.RKG","3","Normality","Rationality","Knowledge","Good",12,"RKG"
"R_2rU6tY2HPVNJ4k2","vale13.RIB","2","Valence","Rationality","Ignorance","Bad",13,"RIB"
"R_2rU6tY2HPVNJ4k2","norm13.RIB","3","Normality","Rationality","Ignorance","Bad",13,"RIB"
"R_2rU6tY2HPVNJ4k2","vale14.MKB","3","Valence","Morality","Knowledge","Bad",14,"MKB"
