"ResponseId","condCod","CF responses","question","norm","knowledge","ocOri","scenario","condition","outcome"
"R_3koal6JP0nSeaZf","modal14.MKG",4,"Modal","Morality","Knowledge","Normal",14,"MKG","Normal"
"R_3koal6JP0nSeaZf","cfcon14.MKG",5,"Counterfactual","Morality","Knowledge","Normal",14,"MKG","Normal"
"R_3koal6JP0nSeaZf","modal15.RKB",4,"Modal","Rationality","Knowledge","Abnormal",15,"RKB","Abnormal"
"R_3koal6JP0nSeaZf","cfcon15.RKB",4,"Counterfactual","Rationality","Knowledge","Abnormal",15,"RKB","Abnormal"
"R_3koal6JP0nSeaZf","modal16.MKG",5,"Modal","Morality","Knowledge","Normal",16,"MKG","Normal"
"R_3koal6JP0nSeaZf","cfcon16.MKG",5,"Counterfactual","Morality","Knowledge","Normal",16,"MKG","Normal"
"R_3Rgv9My87YNix9r","modal01.MIB",6,"Modal","Morality","Ignorance","Abnormal",1,"MIB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon01.MIB",6,"Counterfactual","Morality","Ignorance","Abnormal",1,"MIB","Abnormal"
"R_3Rgv9My87YNix9r","modal02.RIB",5,"Modal","Rationality","Ignorance","Abnormal",2,"RIB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon02.RIB",5,"Counterfactual","Rationality","Ignorance","Abnormal",2,"RIB","Abnormal"
"R_3Rgv9My87YNix9r","modal03.RIB",6,"Modal","Rationality","Ignorance","Abnormal",3,"RIB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon03.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",3,"RIB","Abnormal"
"R_3Rgv9My87YNix9r","modal04.MIG",6,"Modal","Morality","Ignorance","Normal",4,"MIG","Normal"
"R_3Rgv9My87YNix9r","cfcon04.MIG",6,"Counterfactual","Morality","Ignorance","Normal",4,"MIG","Normal"
"R_3Rgv9My87YNix9r","modal05.MKG",7,"Modal","Morality","Knowledge","Normal",5,"MKG","Normal"
"R_3Rgv9My87YNix9r","cfcon05.MKG",7,"Counterfactual","Morality","Knowledge","Normal",5,"MKG","Normal"
"R_3Rgv9My87YNix9r","modal06.MKB",7,"Modal","Morality","Knowledge","Abnormal",6,"MKB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon06.MKB",7,"Counterfactual","Morality","Knowledge","Abnormal",6,"MKB","Abnormal"
"R_3Rgv9My87YNix9r","modal07.MKG",7,"Modal","Morality","Knowledge","Normal",7,"MKG","Normal"
"R_3Rgv9My87YNix9r","cfcon07.MKG",7,"Counterfactual","Morality","Knowledge","Normal",7,"MKG","Normal"
"R_3Rgv9My87YNix9r","modal08.MIB",7,"Modal","Morality","Ignorance","Abnormal",8,"MIB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon08.MIB",7,"Counterfactual","Morality","Ignorance","Abnormal",8,"MIB","Abnormal"
"R_3Rgv9My87YNix9r","modal09.RIB",6,"Modal","Rationality","Ignorance","Abnormal",9,"RIB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon09.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",9,"RIB","Abnormal"
"R_3Rgv9My87YNix9r","modal10.MIG",6,"Modal","Morality","Ignorance","Normal",10,"MIG","Normal"
"R_3Rgv9My87YNix9r","cfcon10.MIG",4,"Counterfactual","Morality","Ignorance","Normal",10,"MIG","Normal"
"R_3Rgv9My87YNix9r","modal11.MIB",7,"Modal","Morality","Ignorance","Abnormal",11,"MIB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon11.MIB",7,"Counterfactual","Morality","Ignorance","Abnormal",11,"MIB","Abnormal"
"R_3Rgv9My87YNix9r","modal12.RKG",6,"Modal","Rationality","Knowledge","Normal",12,"RKG","Normal"
"R_3Rgv9My87YNix9r","cfcon12.RKG",6,"Counterfactual","Rationality","Knowledge","Normal",12,"RKG","Normal"
"R_3Rgv9My87YNix9r","modal13.RKG",6,"Modal","Rationality","Knowledge","Normal",13,"RKG","Normal"
"R_3Rgv9My87YNix9r","cfcon13.RKG",6,"Counterfactual","Rationality","Knowledge","Normal",13,"RKG","Normal"
"R_3Rgv9My87YNix9r","modal14.RKG",7,"Modal","Rationality","Knowledge","Normal",14,"RKG","Normal"
"R_3Rgv9My87YNix9r","cfcon14.RKG",7,"Counterfactual","Rationality","Knowledge","Normal",14,"RKG","Normal"
"R_3Rgv9My87YNix9r","modal15.MKB",7,"Modal","Morality","Knowledge","Abnormal",15,"MKB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon15.MKB",7,"Counterfactual","Morality","Knowledge","Abnormal",15,"MKB","Abnormal"
"R_3Rgv9My87YNix9r","modal16.RKB",7,"Modal","Rationality","Knowledge","Abnormal",16,"RKB","Abnormal"
"R_3Rgv9My87YNix9r","cfcon16.RKB",7,"Counterfactual","Rationality","Knowledge","Abnormal",16,"RKB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal01.MKG",5,"Modal","Morality","Knowledge","Normal",1,"MKG","Normal"
"R_1Ca8IxUuCo2GG60","cfcon01.MKG",7,"Counterfactual","Morality","Knowledge","Normal",1,"MKG","Normal"
"R_1Ca8IxUuCo2GG60","modal02.MIB",5,"Modal","Morality","Ignorance","Abnormal",2,"MIB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon02.MIB",6,"Counterfactual","Morality","Ignorance","Abnormal",2,"MIB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal03.MKG",5,"Modal","Morality","Knowledge","Normal",3,"MKG","Normal"
"R_1Ca8IxUuCo2GG60","cfcon03.MKG",6,"Counterfactual","Morality","Knowledge","Normal",3,"MKG","Normal"
"R_1Ca8IxUuCo2GG60","modal04.RKB",5,"Modal","Rationality","Knowledge","Abnormal",4,"RKB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon04.RKB",5,"Counterfactual","Rationality","Knowledge","Abnormal",4,"RKB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal05.MIG",5,"Modal","Morality","Ignorance","Normal",5,"MIG","Normal"
"R_1Ca8IxUuCo2GG60","cfcon05.MIG",5,"Counterfactual","Morality","Ignorance","Normal",5,"MIG","Normal"
"R_1Ca8IxUuCo2GG60","modal06.RIB",7,"Modal","Rationality","Ignorance","Abnormal",6,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon06.RIB",7,"Counterfactual","Rationality","Ignorance","Abnormal",6,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal07.MIG",4,"Modal","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_1Ca8IxUuCo2GG60","cfcon07.MIG",6,"Counterfactual","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_1Ca8IxUuCo2GG60","modal08.RIB",5,"Modal","Rationality","Ignorance","Abnormal",8,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon08.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",8,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal09.RIB",6,"Modal","Rationality","Ignorance","Abnormal",9,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon09.RIB",7,"Counterfactual","Rationality","Ignorance","Abnormal",9,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal10.RKG",3,"Modal","Rationality","Knowledge","Normal",10,"RKG","Normal"
"R_1Ca8IxUuCo2GG60","cfcon10.RKG",4,"Counterfactual","Rationality","Knowledge","Normal",10,"RKG","Normal"
"R_1Ca8IxUuCo2GG60","modal11.RIB",6,"Modal","Rationality","Ignorance","Abnormal",11,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon11.RIB",7,"Counterfactual","Rationality","Ignorance","Abnormal",11,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal12.MKB",4,"Modal","Morality","Knowledge","Abnormal",12,"MKB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon12.MKB",4,"Counterfactual","Morality","Knowledge","Abnormal",12,"MKB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal13.RKB",3,"Modal","Rationality","Knowledge","Abnormal",13,"RKB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon13.RKB",4,"Counterfactual","Rationality","Knowledge","Abnormal",13,"RKB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal14.RIB",6,"Modal","Rationality","Ignorance","Abnormal",14,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon14.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",14,"RIB","Abnormal"
"R_1Ca8IxUuCo2GG60","modal15.RIG",4,"Modal","Rationality","Ignorance","Normal",15,"RIG","Normal"
"R_1Ca8IxUuCo2GG60","cfcon15.RIG",4,"Counterfactual","Rationality","Ignorance","Normal",15,"RIG","Normal"
"R_1Ca8IxUuCo2GG60","modal16.MKB",4,"Modal","Morality","Knowledge","Abnormal",16,"MKB","Abnormal"
"R_1Ca8IxUuCo2GG60","cfcon16.MKB",4,"Counterfactual","Morality","Knowledge","Abnormal",16,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal01.RIG",6,"Modal","Rationality","Ignorance","Normal",1,"RIG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon01.RIG",2,"Counterfactual","Rationality","Ignorance","Normal",1,"RIG","Normal"
"R_uaEzfyKtyJIfLZD","modal02.RIB",6,"Modal","Rationality","Ignorance","Abnormal",2,"RIB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon02.RIB",3,"Counterfactual","Rationality","Ignorance","Abnormal",2,"RIB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal03.MKB",6,"Modal","Morality","Knowledge","Abnormal",3,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon03.MKB",4,"Counterfactual","Morality","Knowledge","Abnormal",3,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal04.RIB",7,"Modal","Rationality","Ignorance","Abnormal",4,"RIB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon04.RIB",4,"Counterfactual","Rationality","Ignorance","Abnormal",4,"RIB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal05.MKB",6,"Modal","Morality","Knowledge","Abnormal",5,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon05.MKB",5,"Counterfactual","Morality","Knowledge","Abnormal",5,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal06.RKG",7,"Modal","Rationality","Knowledge","Normal",6,"RKG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon06.RKG",4,"Counterfactual","Rationality","Knowledge","Normal",6,"RKG","Normal"
"R_uaEzfyKtyJIfLZD","modal07.MIG",3,"Modal","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon07.MIG",4,"Counterfactual","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_uaEzfyKtyJIfLZD","modal08.MIB",6,"Modal","Morality","Ignorance","Abnormal",8,"MIB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon08.MIB",5,"Counterfactual","Morality","Ignorance","Abnormal",8,"MIB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal09.MIG",6,"Modal","Morality","Ignorance","Normal",9,"MIG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon09.MIG",3,"Counterfactual","Morality","Ignorance","Normal",9,"MIG","Normal"
"R_uaEzfyKtyJIfLZD","modal10.MKB",6,"Modal","Morality","Knowledge","Abnormal",10,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon10.MKB",4,"Counterfactual","Morality","Knowledge","Abnormal",10,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal11.RIG",5,"Modal","Rationality","Ignorance","Normal",11,"RIG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon11.RIG",4,"Counterfactual","Rationality","Ignorance","Normal",11,"RIG","Normal"
"R_uaEzfyKtyJIfLZD","modal12.MIG",6,"Modal","Morality","Ignorance","Normal",12,"MIG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon12.MIG",3,"Counterfactual","Morality","Ignorance","Normal",12,"MIG","Normal"
"R_uaEzfyKtyJIfLZD","modal13.MKB",5,"Modal","Morality","Knowledge","Abnormal",13,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon13.MKB",3,"Counterfactual","Morality","Knowledge","Abnormal",13,"MKB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal14.MIB",6,"Modal","Morality","Ignorance","Abnormal",14,"MIB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon14.MIB",4,"Counterfactual","Morality","Ignorance","Abnormal",14,"MIB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal15.MIB",6,"Modal","Morality","Ignorance","Abnormal",15,"MIB","Abnormal"
"R_uaEzfyKtyJIfLZD","cfcon15.MIB",4,"Counterfactual","Morality","Ignorance","Abnormal",15,"MIB","Abnormal"
"R_uaEzfyKtyJIfLZD","modal16.RKG",4,"Modal","Rationality","Knowledge","Normal",16,"RKG","Normal"
"R_uaEzfyKtyJIfLZD","cfcon16.RKG",4,"Counterfactual","Rationality","Knowledge","Normal",16,"RKG","Normal"
"R_UrOASm66hVQGlJ7","modal01.MIB",2,"Modal","Morality","Ignorance","Abnormal",1,"MIB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon01.MIB",1,"Counterfactual","Morality","Ignorance","Abnormal",1,"MIB","Abnormal"
"R_UrOASm66hVQGlJ7","modal02.RKB",7,"Modal","Rationality","Knowledge","Abnormal",2,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon02.RKB",4,"Counterfactual","Rationality","Knowledge","Abnormal",2,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","modal03.RKG",6,"Modal","Rationality","Knowledge","Normal",3,"RKG","Normal"
"R_UrOASm66hVQGlJ7","cfcon03.RKG",7,"Counterfactual","Rationality","Knowledge","Normal",3,"RKG","Normal"
"R_UrOASm66hVQGlJ7","modal04.MIG",6,"Modal","Morality","Ignorance","Normal",4,"MIG","Normal"
"R_UrOASm66hVQGlJ7","cfcon04.MIG",7,"Counterfactual","Morality","Ignorance","Normal",4,"MIG","Normal"
"R_UrOASm66hVQGlJ7","modal05.RKB",1,"Modal","Rationality","Knowledge","Abnormal",5,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon05.RKB",6,"Counterfactual","Rationality","Knowledge","Abnormal",5,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","modal06.RKB",6,"Modal","Rationality","Knowledge","Abnormal",6,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon06.RKB",2,"Counterfactual","Rationality","Knowledge","Abnormal",6,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","modal07.MIG",6,"Modal","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_UrOASm66hVQGlJ7","cfcon07.MIG",4,"Counterfactual","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_UrOASm66hVQGlJ7","modal08.RIB",2,"Modal","Rationality","Ignorance","Abnormal",8,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon08.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",8,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","modal09.RIB",6,"Modal","Rationality","Ignorance","Abnormal",9,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon09.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",9,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","modal10.RIB",6,"Modal","Rationality","Ignorance","Abnormal",10,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon10.RIB",6,"Counterfactual","Rationality","Ignorance","Abnormal",10,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","modal11.MIB",6,"Modal","Morality","Ignorance","Abnormal",11,"MIB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon11.MIB",6,"Counterfactual","Morality","Ignorance","Abnormal",11,"MIB","Abnormal"
"R_UrOASm66hVQGlJ7","modal12.RIG",6,"Modal","Rationality","Ignorance","Normal",12,"RIG","Normal"
"R_UrOASm66hVQGlJ7","cfcon12.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",12,"RIG","Normal"
"R_UrOASm66hVQGlJ7","modal13.MKB",6,"Modal","Morality","Knowledge","Abnormal",13,"MKB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon13.MKB",6,"Counterfactual","Morality","Knowledge","Abnormal",13,"MKB","Abnormal"
"R_UrOASm66hVQGlJ7","modal14.RIB",4,"Modal","Rationality","Ignorance","Abnormal",14,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon14.RIB",1,"Counterfactual","Rationality","Ignorance","Abnormal",14,"RIB","Abnormal"
"R_UrOASm66hVQGlJ7","modal15.RKB",6,"Modal","Rationality","Knowledge","Abnormal",15,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","cfcon15.RKB",7,"Counterfactual","Rationality","Knowledge","Abnormal",15,"RKB","Abnormal"
"R_UrOASm66hVQGlJ7","modal16.RIG",6,"Modal","Rationality","Ignorance","Normal",16,"RIG","Normal"
"R_UrOASm66hVQGlJ7","cfcon16.RIG",6,"Counterfactual","Rationality","Ignorance","Normal",16,"RIG","Normal"
"R_3n7uHZk8mqVPenf","modal01.MIG",7,"Modal","Morality","Ignorance","Normal",1,"MIG","Normal"
"R_3n7uHZk8mqVPenf","cfcon01.MIG",7,"Counterfactual","Morality","Ignorance","Normal",1,"MIG","Normal"
"R_3n7uHZk8mqVPenf","modal02.RKB",7,"Modal","Rationality","Knowledge","Abnormal",2,"RKB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon02.RKB",7,"Counterfactual","Rationality","Knowledge","Abnormal",2,"RKB","Abnormal"
"R_3n7uHZk8mqVPenf","modal03.MKB",7,"Modal","Morality","Knowledge","Abnormal",3,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon03.MKB",7,"Counterfactual","Morality","Knowledge","Abnormal",3,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","modal04.MKB",7,"Modal","Morality","Knowledge","Abnormal",4,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon04.MKB",7,"Counterfactual","Morality","Knowledge","Abnormal",4,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","modal05.MKG",7,"Modal","Morality","Knowledge","Normal",5,"MKG","Normal"
"R_3n7uHZk8mqVPenf","cfcon05.MKG",7,"Counterfactual","Morality","Knowledge","Normal",5,"MKG","Normal"
"R_3n7uHZk8mqVPenf","modal06.RIG",7,"Modal","Rationality","Ignorance","Normal",6,"RIG","Normal"
"R_3n7uHZk8mqVPenf","cfcon06.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",6,"RIG","Normal"
"R_3n7uHZk8mqVPenf","modal07.MKB",7,"Modal","Morality","Knowledge","Abnormal",7,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon07.MKB",7,"Counterfactual","Morality","Knowledge","Abnormal",7,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","modal08.RIB",7,"Modal","Rationality","Ignorance","Abnormal",8,"RIB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon08.RIB",1,"Counterfactual","Rationality","Ignorance","Abnormal",8,"RIB","Abnormal"
"R_3n7uHZk8mqVPenf","modal09.RIG",7,"Modal","Rationality","Ignorance","Normal",9,"RIG","Normal"
"R_3n7uHZk8mqVPenf","cfcon09.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",9,"RIG","Normal"
"R_3n7uHZk8mqVPenf","modal10.MKG",7,"Modal","Morality","Knowledge","Normal",10,"MKG","Normal"
"R_3n7uHZk8mqVPenf","cfcon10.MKG",4,"Counterfactual","Morality","Knowledge","Normal",10,"MKG","Normal"
"R_3n7uHZk8mqVPenf","modal11.RKG",7,"Modal","Rationality","Knowledge","Normal",11,"RKG","Normal"
"R_3n7uHZk8mqVPenf","cfcon11.RKG",7,"Counterfactual","Rationality","Knowledge","Normal",11,"RKG","Normal"
"R_3n7uHZk8mqVPenf","modal12.MKG",7,"Modal","Morality","Knowledge","Normal",12,"MKG","Normal"
"R_3n7uHZk8mqVPenf","cfcon12.MKG",7,"Counterfactual","Morality","Knowledge","Normal",12,"MKG","Normal"
"R_3n7uHZk8mqVPenf","modal13.MIG",7,"Modal","Morality","Ignorance","Normal",13,"MIG","Normal"
"R_3n7uHZk8mqVPenf","cfcon13.MIG",7,"Counterfactual","Morality","Ignorance","Normal",13,"MIG","Normal"
"R_3n7uHZk8mqVPenf","modal14.RIB",7,"Modal","Rationality","Ignorance","Abnormal",14,"RIB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon14.RIB",4,"Counterfactual","Rationality","Ignorance","Abnormal",14,"RIB","Abnormal"
"R_3n7uHZk8mqVPenf","modal15.MKB",7,"Modal","Morality","Knowledge","Abnormal",15,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","cfcon15.MKB",7,"Counterfactual","Morality","Knowledge","Abnormal",15,"MKB","Abnormal"
"R_3n7uHZk8mqVPenf","modal16.MKG",7,"Modal","Morality","Knowledge","Normal",16,"MKG","Normal"
"R_3n7uHZk8mqVPenf","cfcon16.MKG",7,"Counterfactual","Morality","Knowledge","Normal",16,"MKG","Normal"
"R_3rJ4WebQR9Agiuh","modal01.MKG",7,"Modal","Morality","Knowledge","Normal",1,"MKG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon01.MKG",7,"Counterfactual","Morality","Knowledge","Normal",1,"MKG","Normal"
"R_3rJ4WebQR9Agiuh","modal02.RKG",7,"Modal","Rationality","Knowledge","Normal",2,"RKG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon02.RKG",4,"Counterfactual","Rationality","Knowledge","Normal",2,"RKG","Normal"
"R_3rJ4WebQR9Agiuh","modal03.RIG",7,"Modal","Rationality","Ignorance","Normal",3,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon03.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",3,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","modal04.MIG",7,"Modal","Morality","Ignorance","Normal",4,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon04.MIG",7,"Counterfactual","Morality","Ignorance","Normal",4,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","modal05.RKB",7,"Modal","Rationality","Knowledge","Abnormal",5,"RKB","Abnormal"
"R_3rJ4WebQR9Agiuh","cfcon05.RKB",7,"Counterfactual","Rationality","Knowledge","Abnormal",5,"RKB","Abnormal"
"R_3rJ4WebQR9Agiuh","modal06.RIG",3,"Modal","Rationality","Ignorance","Normal",6,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon06.RIG",6,"Counterfactual","Rationality","Ignorance","Normal",6,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","modal07.MIG",7,"Modal","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon07.MIG",7,"Counterfactual","Morality","Ignorance","Normal",7,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","modal08.RIG",6,"Modal","Rationality","Ignorance","Normal",8,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon08.RIG",1,"Counterfactual","Rationality","Ignorance","Normal",8,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","modal09.RIG",4,"Modal","Rationality","Ignorance","Normal",9,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon09.RIG",3,"Counterfactual","Rationality","Ignorance","Normal",9,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","modal10.MIG",1,"Modal","Morality","Ignorance","Normal",10,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon10.MIG",2,"Counterfactual","Morality","Ignorance","Normal",10,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","modal11.RIB",5,"Modal","Rationality","Ignorance","Abnormal",11,"RIB","Abnormal"
"R_3rJ4WebQR9Agiuh","cfcon11.RIB",7,"Counterfactual","Rationality","Ignorance","Abnormal",11,"RIB","Abnormal"
"R_3rJ4WebQR9Agiuh","modal12.RIG",6,"Modal","Rationality","Ignorance","Normal",12,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon12.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",12,"RIG","Normal"
"R_3rJ4WebQR9Agiuh","modal13.RKG",7,"Modal","Rationality","Knowledge","Normal",13,"RKG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon13.RKG",7,"Counterfactual","Rationality","Knowledge","Normal",13,"RKG","Normal"
"R_3rJ4WebQR9Agiuh","modal14.MIG",7,"Modal","Morality","Ignorance","Normal",14,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","cfcon14.MIG",5,"Counterfactual","Morality","Ignorance","Normal",14,"MIG","Normal"
"R_3rJ4WebQR9Agiuh","modal15.MIB",6,"Modal","Morality","Ignorance","Abnormal",15,"MIB","Abnormal"
"R_3rJ4WebQR9Agiuh","cfcon15.MIB",6,"Counterfactual","Morality","Ignorance","Abnormal",15,"MIB","Abnormal"
"R_3rJ4WebQR9Agiuh","modal16.MIB",3,"Modal","Morality","Ignorance","Abnormal",16,"MIB","Abnormal"
"R_3rJ4WebQR9Agiuh","cfcon16.MIB",4,"Counterfactual","Morality","Ignorance","Abnormal",16,"MIB","Abnormal"
"R_3KGZNnealijp5QL","modal01.RIG",7,"Modal","Rationality","Ignorance","Normal",1,"RIG","Normal"
"R_3KGZNnealijp5QL","cfcon01.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",1,"RIG","Normal"
"R_3KGZNnealijp5QL","modal02.MKG",7,"Modal","Morality","Knowledge","Normal",2,"MKG","Normal"
"R_3KGZNnealijp5QL","cfcon02.MKG",7,"Counterfactual","Morality","Knowledge","Normal",2,"MKG","Normal"
"R_3KGZNnealijp5QL","modal03.RKG",7,"Modal","Rationality","Knowledge","Normal",3,"RKG","Normal"
"R_3KGZNnealijp5QL","cfcon03.RKG",7,"Counterfactual","Rationality","Knowledge","Normal",3,"RKG","Normal"
"R_3KGZNnealijp5QL","modal04.MKG",7,"Modal","Morality","Knowledge","Normal",4,"MKG","Normal"
"R_3KGZNnealijp5QL","cfcon04.MKG",7,"Counterfactual","Morality","Knowledge","Normal",4,"MKG","Normal"
"R_3KGZNnealijp5QL","modal05.MIB",7,"Modal","Morality","Ignorance","Abnormal",5,"MIB","Abnormal"
"R_3KGZNnealijp5QL","cfcon05.MIB",7,"Counterfactual","Morality","Ignorance","Abnormal",5,"MIB","Abnormal"
"R_3KGZNnealijp5QL","modal06.MIG",7,"Modal","Morality","Ignorance","Normal",6,"MIG","Normal"
"R_3KGZNnealijp5QL","cfcon06.MIG",7,"Counterfactual","Morality","Ignorance","Normal",6,"MIG","Normal"
"R_3KGZNnealijp5QL","modal07.RIG",7,"Modal","Rationality","Ignorance","Normal",7,"RIG","Normal"
"R_3KGZNnealijp5QL","cfcon07.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",7,"RIG","Normal"
"R_3KGZNnealijp5QL","modal08.RIG",7,"Modal","Rationality","Ignorance","Normal",8,"RIG","Normal"
"R_3KGZNnealijp5QL","cfcon08.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",8,"RIG","Normal"
"R_3KGZNnealijp5QL","modal09.RKG",7,"Modal","Rationality","Knowledge","Normal",9,"RKG","Normal"
"R_3KGZNnealijp5QL","cfcon09.RKG",7,"Counterfactual","Rationality","Knowledge","Normal",9,"RKG","Normal"
"R_3KGZNnealijp5QL","modal10.RIG",7,"Modal","Rationality","Ignorance","Normal",10,"RIG","Normal"
"R_3KGZNnealijp5QL","cfcon10.RIG",7,"Counterfactual","Rationality","Ignorance","Normal",10,"RIG","Normal"
