"ResponseId","condCod","CF responses","question","norm","knowledge","outcome","scenario","condition"
"R_1pG5G0oMPGxdOKm","cfcon10.MKG","5","Counterfactual","Morality","Knowledge","Normal",10,"MKG"
"R_1pG5G0oMPGxdOKm","modal11.RIG","2","Modal","Rationality","Ignorance","Normal",11,"RIG"
"R_1pG5G0oMPGxdOKm","cfcon11.RIG","5","Counterfactual","Rationality","Ignorance","Normal",11,"RIG"
"R_1pG5G0oMPGxdOKm","modal12.RKB","2","Modal","Rationality","Knowledge","Abnormal",12,"RKB"
"R_1pG5G0oMPGxdOKm","cfcon12.RKB","6","Counterfactual","Rationality","Knowledge","Abnormal",12,"RKB"
"R_1pG5G0oMPGxdOKm","modal13.RKG","2","Modal","Rationality","Knowledge","Normal",13,"RKG"
"R_1pG5G0oMPGxdOKm","cfcon13.RKG","2","Counterfactual","Rationality","Knowledge","Normal",13,"RKG"
"R_1pG5G0oMPGxdOKm","modal14.RKG","5","Modal","Rationality","Knowledge","Normal",14,"RKG"
"R_1pG5G0oMPGxdOKm","cfcon14.RKG","2","Counterfactual","Rationality","Knowledge","Normal",14,"RKG"
"R_1pG5G0oMPGxdOKm","modal15.MIG","3","Modal","Morality","Ignorance","Normal",15,"MIG"
"R_1pG5G0oMPGxdOKm","cfcon15.MIG","5","Counterfactual","Morality","Ignorance","Normal",15,"MIG"
"R_1pG5G0oMPGxdOKm","modal16.RKG","3","Modal","Rationality","Knowledge","Normal",16,"RKG"
"R_1pG5G0oMPGxdOKm","cfcon16.RKG","5","Counterfactual","Rationality","Knowledge","Normal",16,"RKG"
"R_1r04SOtFMY00HSV","modal01.RIB","2","Modal","Rationality","Ignorance","Abnormal",1,"RIB"
"R_1r04SOtFMY00HSV","cfcon01.RIB","6","Counterfactual","Rationality","Ignorance","Abnormal",1,"RIB"
"R_1r04SOtFMY00HSV","modal02.MIB","2","Modal","Morality","Ignorance","Abnormal",2,"MIB"
"R_1r04SOtFMY00HSV","cfcon02.MIB","5","Counterfactual","Morality","Ignorance","Abnormal",2,"MIB"
"R_1r04SOtFMY00HSV","modal03.MIG","3","Modal","Morality","Ignorance","Normal",3,"MIG"
"R_1r04SOtFMY00HSV","cfcon03.MIG","5","Counterfactual","Morality","Ignorance","Normal",3,"MIG"
"R_1r04SOtFMY00HSV","modal04.MKG","2","Modal","Morality","Knowledge","Normal",4,"MKG"
"R_1r04SOtFMY00HSV","cfcon04.MKG","2","Counterfactual","Morality","Knowledge","Normal",4,"MKG"
"R_1r04SOtFMY00HSV","modal05.MIG","2","Modal","Morality","Ignorance","Normal",5,"MIG"
"R_1r04SOtFMY00HSV","cfcon05.MIG","5","Counterfactual","Morality","Ignorance","Normal",5,"MIG"
"R_1r04SOtFMY00HSV","modal06.RIB","2","Modal","Rationality","Ignorance","Abnormal",6,"RIB"
"R_1r04SOtFMY00HSV","cfcon06.RIB","5","Counterfactual","Rationality","Ignorance","Abnormal",6,"RIB"
"R_1r04SOtFMY00HSV","modal07.MIG","2","Modal","Morality","Ignorance","Normal",7,"MIG"
"R_1r04SOtFMY00HSV","cfcon07.MIG","6","Counterfactual","Morality","Ignorance","Normal",7,"MIG"
"R_1r04SOtFMY00HSV","modal08.MIG","6","Modal","Morality","Ignorance","Normal",8,"MIG"
"R_1r04SOtFMY00HSV","cfcon08.MIG","3","Counterfactual","Morality","Ignorance","Normal",8,"MIG"
"R_1r04SOtFMY00HSV","modal09.RKG","3","Modal","Rationality","Knowledge","Normal",9,"RKG"
"R_1r04SOtFMY00HSV","cfcon09.RKG","5","Counterfactual","Rationality","Knowledge","Normal",9,"RKG"
"R_1r04SOtFMY00HSV","modal10.RKG","2","Modal","Rationality","Knowledge","Normal",10,"RKG"
"R_1r04SOtFMY00HSV","cfcon10.RKG","5","Counterfactual","Rationality","Knowledge","Normal",10,"RKG"
"R_1r04SOtFMY00HSV","modal11.RKB","2","Modal","Rationality","Knowledge","Abnormal",11,"RKB"
"R_1r04SOtFMY00HSV","cfcon11.RKB","5","Counterfactual","Rationality","Knowledge","Abnormal",11,"RKB"
"R_1r04SOtFMY00HSV","modal12.RIG","2","Modal","Rationality","Ignorance","Normal",12,"RIG"
"R_1r04SOtFMY00HSV","cfcon12.RIG","5","Counterfactual","Rationality","Ignorance","Normal",12,"RIG"
"R_1r04SOtFMY00HSV","modal13.MIB","2","Modal","Morality","Ignorance","Abnormal",13,"MIB"
"R_1r04SOtFMY00HSV","cfcon13.MIB","6","Counterfactual","Morality","Ignorance","Abnormal",13,"MIB"
"R_1r04SOtFMY00HSV","modal14.MIG","2","Modal","Morality","Ignorance","Normal",14,"MIG"
"R_1r04SOtFMY00HSV","cfcon14.MIG","3","Counterfactual","Morality","Ignorance","Normal",14,"MIG"
"R_1r04SOtFMY00HSV","modal15.RKB","5","Modal","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1r04SOtFMY00HSV","cfcon15.RKB","3","Counterfactual","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1r04SOtFMY00HSV","modal16.RIB","2","Modal","Rationality","Ignorance","Abnormal",16,"RIB"
"R_1r04SOtFMY00HSV","cfcon16.RIB","5","Counterfactual","Rationality","Ignorance","Abnormal",16,"RIB"
"R_1Hq130S3Hz8kEEi","modal01.RKB","7","Modal","Rationality","Knowledge","Abnormal",1,"RKB"
"R_1Hq130S3Hz8kEEi","cfcon01.RKB","5","Counterfactual","Rationality","Knowledge","Abnormal",1,"RKB"
"R_1Hq130S3Hz8kEEi","modal02.MKB","6","Modal","Morality","Knowledge","Abnormal",2,"MKB"
"R_1Hq130S3Hz8kEEi","cfcon02.MKB","5","Counterfactual","Morality","Knowledge","Abnormal",2,"MKB"
"R_1Hq130S3Hz8kEEi","modal03.MIG","5","Modal","Morality","Ignorance","Normal",3,"MIG"
"R_1Hq130S3Hz8kEEi","cfcon03.MIG","4","Counterfactual","Morality","Ignorance","Normal",3,"MIG"
"R_1Hq130S3Hz8kEEi","modal04.MKG","4","Modal","Morality","Knowledge","Normal",4,"MKG"
"R_1Hq130S3Hz8kEEi","cfcon04.MKG","3","Counterfactual","Morality","Knowledge","Normal",4,"MKG"
"R_1Hq130S3Hz8kEEi","modal05.RKG","7","Modal","Rationality","Knowledge","Normal",5,"RKG"
"R_1Hq130S3Hz8kEEi","cfcon05.RKG","4","Counterfactual","Rationality","Knowledge","Normal",5,"RKG"
"R_1Hq130S3Hz8kEEi","modal06.MKB","5","Modal","Morality","Knowledge","Abnormal",6,"MKB"
"R_1Hq130S3Hz8kEEi","cfcon06.MKB","5","Counterfactual","Morality","Knowledge","Abnormal",6,"MKB"
"R_1Hq130S3Hz8kEEi","modal07.MIB","6","Modal","Morality","Ignorance","Abnormal",7,"MIB"
"R_1Hq130S3Hz8kEEi","cfcon07.MIB","3","Counterfactual","Morality","Ignorance","Abnormal",7,"MIB"
"R_1Hq130S3Hz8kEEi","modal08.RKG","7","Modal","Rationality","Knowledge","Normal",8,"RKG"
"R_1Hq130S3Hz8kEEi","cfcon08.RKG","2","Counterfactual","Rationality","Knowledge","Normal",8,"RKG"
"R_1Hq130S3Hz8kEEi","modal09.MIB","4","Modal","Morality","Ignorance","Abnormal",9,"MIB"
"R_1Hq130S3Hz8kEEi","cfcon09.MIB","4","Counterfactual","Morality","Ignorance","Abnormal",9,"MIB"
"R_1Hq130S3Hz8kEEi","modal10.MKG","5","Modal","Morality","Knowledge","Normal",10,"MKG"
"R_1Hq130S3Hz8kEEi","cfcon10.MKG","4","Counterfactual","Morality","Knowledge","Normal",10,"MKG"
"R_1Hq130S3Hz8kEEi","modal11.MKG","6","Modal","Morality","Knowledge","Normal",11,"MKG"
"R_1Hq130S3Hz8kEEi","cfcon11.MKG","4","Counterfactual","Morality","Knowledge","Normal",11,"MKG"
"R_1Hq130S3Hz8kEEi","modal12.MKG","6","Modal","Morality","Knowledge","Normal",12,"MKG"
"R_1Hq130S3Hz8kEEi","cfcon12.MKG","3","Counterfactual","Morality","Knowledge","Normal",12,"MKG"
"R_1Hq130S3Hz8kEEi","modal13.RKB","7","Modal","Rationality","Knowledge","Abnormal",13,"RKB"
"R_1Hq130S3Hz8kEEi","cfcon13.RKB","6","Counterfactual","Rationality","Knowledge","Abnormal",13,"RKB"
"R_1Hq130S3Hz8kEEi","modal14.RIG","6","Modal","Rationality","Ignorance","Normal",14,"RIG"
"R_1Hq130S3Hz8kEEi","cfcon14.RIG","1","Counterfactual","Rationality","Ignorance","Normal",14,"RIG"
"R_1Hq130S3Hz8kEEi","modal15.RKB","7","Modal","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1Hq130S3Hz8kEEi","cfcon15.RKB","6","Counterfactual","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1Hq130S3Hz8kEEi","modal16.MKG","6","Modal","Morality","Knowledge","Normal",16,"MKG"
"R_1Hq130S3Hz8kEEi","cfcon16.MKG","3","Counterfactual","Morality","Knowledge","Normal",16,"MKG"
"R_2SGm0oLNBOcb2Ee","modal01.MIG","6","Modal","Morality","Ignorance","Normal",1,"MIG"
"R_2SGm0oLNBOcb2Ee","cfcon01.MIG","5","Counterfactual","Morality","Ignorance","Normal",1,"MIG"
"R_2SGm0oLNBOcb2Ee","modal02.MIG","3","Modal","Morality","Ignorance","Normal",2,"MIG"
"R_2SGm0oLNBOcb2Ee","cfcon02.MIG","4","Counterfactual","Morality","Ignorance","Normal",2,"MIG"
"R_2SGm0oLNBOcb2Ee","modal03.RIG","5","Modal","Rationality","Ignorance","Normal",3,"RIG"
"R_2SGm0oLNBOcb2Ee","cfcon03.RIG","4","Counterfactual","Rationality","Ignorance","Normal",3,"RIG"
"R_2SGm0oLNBOcb2Ee","modal04.MIB","5","Modal","Morality","Ignorance","Abnormal",4,"MIB"
"R_2SGm0oLNBOcb2Ee","cfcon04.MIB","4","Counterfactual","Morality","Ignorance","Abnormal",4,"MIB"
"R_2SGm0oLNBOcb2Ee","modal05.MKG","4","Modal","Morality","Knowledge","Normal",5,"MKG"
"R_2SGm0oLNBOcb2Ee","cfcon05.MKG","4","Counterfactual","Morality","Knowledge","Normal",5,"MKG"
"R_2SGm0oLNBOcb2Ee","modal06.RKB","4","Modal","Rationality","Knowledge","Abnormal",6,"RKB"
"R_2SGm0oLNBOcb2Ee","cfcon06.RKB","4","Counterfactual","Rationality","Knowledge","Abnormal",6,"RKB"
"R_2SGm0oLNBOcb2Ee","modal07.MKG","6","Modal","Morality","Knowledge","Normal",7,"MKG"
"R_2SGm0oLNBOcb2Ee","cfcon07.MKG","2","Counterfactual","Morality","Knowledge","Normal",7,"MKG"
"R_2SGm0oLNBOcb2Ee","modal08.MIG","5","Modal","Morality","Ignorance","Normal",8,"MIG"
"R_2SGm0oLNBOcb2Ee","cfcon08.MIG","6","Counterfactual","Morality","Ignorance","Normal",8,"MIG"
"R_2SGm0oLNBOcb2Ee","modal09.MIB","5","Modal","Morality","Ignorance","Abnormal",9,"MIB"
"R_2SGm0oLNBOcb2Ee","cfcon09.MIB","6","Counterfactual","Morality","Ignorance","Abnormal",9,"MIB"
"R_2SGm0oLNBOcb2Ee","modal10.MKB","4","Modal","Morality","Knowledge","Abnormal",10,"MKB"
"R_2SGm0oLNBOcb2Ee","cfcon10.MKB","3","Counterfactual","Morality","Knowledge","Abnormal",10,"MKB"
"R_2SGm0oLNBOcb2Ee","modal11.RKG","5","Modal","Rationality","Knowledge","Normal",11,"RKG"
"R_2SGm0oLNBOcb2Ee","cfcon11.RKG","1","Counterfactual","Rationality","Knowledge","Normal",11,"RKG"
"R_2SGm0oLNBOcb2Ee","modal12.RKB","5","Modal","Rationality","Knowledge","Abnormal",12,"RKB"
"R_2SGm0oLNBOcb2Ee","cfcon12.RKB","6","Counterfactual","Rationality","Knowledge","Abnormal",12,"RKB"
"R_2SGm0oLNBOcb2Ee","modal13.RIG","5","Modal","Rationality","Ignorance","Normal",13,"RIG"
"R_2SGm0oLNBOcb2Ee","cfcon13.RIG","6","Counterfactual","Rationality","Ignorance","Normal",13,"RIG"
"R_2SGm0oLNBOcb2Ee","modal14.RIB","3","Modal","Rationality","Ignorance","Abnormal",14,"RIB"
"R_2SGm0oLNBOcb2Ee","cfcon14.RIB","3","Counterfactual","Rationality","Ignorance","Abnormal",14,"RIB"
"R_2SGm0oLNBOcb2Ee","modal15.MIB","3","Modal","Morality","Ignorance","Abnormal",15,"MIB"
"R_2SGm0oLNBOcb2Ee","cfcon15.MIB","5","Counterfactual","Morality","Ignorance","Abnormal",15,"MIB"
"R_2SGm0oLNBOcb2Ee","modal16.RIG","3","Modal","Rationality","Ignorance","Normal",16,"RIG"
"R_2SGm0oLNBOcb2Ee","cfcon16.RIG","4","Counterfactual","Rationality","Ignorance","Normal",16,"RIG"
"R_bJDDVAQlI0CDDW1","modal01.RKG","3","Modal","Rationality","Knowledge","Normal",1,"RKG"
"R_bJDDVAQlI0CDDW1","cfcon01.RKG","4","Counterfactual","Rationality","Knowledge","Normal",1,"RKG"
"R_bJDDVAQlI0CDDW1","modal02.RKB","5","Modal","Rationality","Knowledge","Abnormal",2,"RKB"
"R_bJDDVAQlI0CDDW1","cfcon02.RKB","3","Counterfactual","Rationality","Knowledge","Abnormal",2,"RKB"
"R_bJDDVAQlI0CDDW1","modal03.RKB","4","Modal","Rationality","Knowledge","Abnormal",3,"RKB"
"R_bJDDVAQlI0CDDW1","cfcon03.RKB","5","Counterfactual","Rationality","Knowledge","Abnormal",3,"RKB"
"R_bJDDVAQlI0CDDW1","modal04.RIG","3","Modal","Rationality","Ignorance","Normal",4,"RIG"
"R_bJDDVAQlI0CDDW1","cfcon04.RIG","3","Counterfactual","Rationality","Ignorance","Normal",4,"RIG"
"R_bJDDVAQlI0CDDW1","modal05.RKG","3","Modal","Rationality","Knowledge","Normal",5,"RKG"
"R_bJDDVAQlI0CDDW1","cfcon05.RKG","5","Counterfactual","Rationality","Knowledge","Normal",5,"RKG"
"R_bJDDVAQlI0CDDW1","modal06.RKB","6","Modal","Rationality","Knowledge","Abnormal",6,"RKB"
"R_bJDDVAQlI0CDDW1","cfcon06.RKB","5","Counterfactual","Rationality","Knowledge","Abnormal",6,"RKB"
"R_bJDDVAQlI0CDDW1","modal07.RIB","3","Modal","Rationality","Ignorance","Abnormal",7,"RIB"
"R_bJDDVAQlI0CDDW1","cfcon07.RIB","3","Counterfactual","Rationality","Ignorance","Abnormal",7,"RIB"
