"ResponseId","condCod","responses","question","norm","knowledge","outcome","scenario","condition"
"R_0MR6imycpxMoiUp","vale11.RKB","6","Valence","Rationality","Knowledge","Abnormal",11,"RKB"
"R_0MR6imycpxMoiUp","norm11.RKB","2","Normality","Rationality","Knowledge","Abnormal",11,"RKB"
"R_0MR6imycpxMoiUp","vale12.MIB","6","Valence","Morality","Ignorance","Abnormal",12,"MIB"
"R_0MR6imycpxMoiUp","norm12.MIB","3","Normality","Morality","Ignorance","Abnormal",12,"MIB"
"R_0MR6imycpxMoiUp","vale13.MKG","6","Valence","Morality","Knowledge","Normal",13,"MKG"
"R_0MR6imycpxMoiUp","norm13.MKG","2","Normality","Morality","Knowledge","Normal",13,"MKG"
"R_0MR6imycpxMoiUp","vale14.MKG","6","Valence","Morality","Knowledge","Normal",14,"MKG"
"R_0MR6imycpxMoiUp","norm14.MKG","4","Normality","Morality","Knowledge","Normal",14,"MKG"
"R_0MR6imycpxMoiUp","vale15.RKB","6","Valence","Rationality","Knowledge","Abnormal",15,"RKB"
"R_0MR6imycpxMoiUp","norm15.RKB","5","Normality","Rationality","Knowledge","Abnormal",15,"RKB"
"R_0MR6imycpxMoiUp","vale16.RIB","5","Valence","Rationality","Ignorance","Abnormal",16,"RIB"
"R_0MR6imycpxMoiUp","norm16.RIB","2","Normality","Rationality","Ignorance","Abnormal",16,"RIB"
"R_12J8WTln68VNp60","vale1.MKG","6","Valence","Morality","Knowledge","Normal",1,"MKG"
"R_12J8WTln68VNp60","norm1.MKG","3","Normality","Morality","Knowledge","Normal",1,"MKG"
"R_12J8WTln68VNp60","vale2.MIG","6","Valence","Morality","Ignorance","Normal",2,"MIG"
"R_12J8WTln68VNp60","norm2.MIG","2","Normality","Morality","Ignorance","Normal",2,"MIG"
"R_12J8WTln68VNp60","vale3.RKG","6","Valence","Rationality","Knowledge","Normal",3,"RKG"
"R_12J8WTln68VNp60","norm3.RKG","5","Normality","Rationality","Knowledge","Normal",3,"RKG"
"R_12J8WTln68VNp60","vale4.MKG","6","Valence","Morality","Knowledge","Normal",4,"MKG"
"R_12J8WTln68VNp60","norm4.MKG","3","Normality","Morality","Knowledge","Normal",4,"MKG"
"R_12J8WTln68VNp60","vale5.RKG","6","Valence","Rationality","Knowledge","Normal",5,"RKG"
"R_12J8WTln68VNp60","norm5.RKG","3","Normality","Rationality","Knowledge","Normal",5,"RKG"
"R_12J8WTln68VNp60","vale6.MIB","6","Valence","Morality","Ignorance","Abnormal",6,"MIB"
"R_12J8WTln68VNp60","norm6.MIB","3","Normality","Morality","Ignorance","Abnormal",6,"MIB"
"R_12J8WTln68VNp60","vale7.MKB","6","Valence","Morality","Knowledge","Abnormal",7,"MKB"
"R_12J8WTln68VNp60","norm7.MKB","3","Normality","Morality","Knowledge","Abnormal",7,"MKB"
"R_12J8WTln68VNp60","vale8.RIG","5","Valence","Rationality","Ignorance","Normal",8,"RIG"
"R_12J8WTln68VNp60","norm8.RIG","3","Normality","Rationality","Ignorance","Normal",8,"RIG"
"R_12J8WTln68VNp60","vale9.MIG","6","Valence","Morality","Ignorance","Normal",9,"MIG"
"R_12J8WTln68VNp60","norm9.MIG","3","Normality","Morality","Ignorance","Normal",9,"MIG"
"R_12J8WTln68VNp60","vale10.RKB","3","Valence","Rationality","Knowledge","Abnormal",10,"RKB"
"R_12J8WTln68VNp60","norm10.RKB","6","Normality","Rationality","Knowledge","Abnormal",10,"RKB"
"R_12J8WTln68VNp60","vale11.MKB","6","Valence","Morality","Knowledge","Abnormal",11,"MKB"
"R_12J8WTln68VNp60","norm11.MKB","4","Normality","Morality","Knowledge","Abnormal",11,"MKB"
"R_12J8WTln68VNp60","vale12.MKB","6","Valence","Morality","Knowledge","Abnormal",12,"MKB"
"R_12J8WTln68VNp60","norm12.MKB","3","Normality","Morality","Knowledge","Abnormal",12,"MKB"
"R_12J8WTln68VNp60","vale13.MKB","6","Valence","Morality","Knowledge","Abnormal",13,"MKB"
"R_12J8WTln68VNp60","norm13.MKB","4","Normality","Morality","Knowledge","Abnormal",13,"MKB"
"R_12J8WTln68VNp60","vale14.MIG","5","Valence","Morality","Ignorance","Normal",14,"MIG"
"R_12J8WTln68VNp60","norm14.MIG","3","Normality","Morality","Ignorance","Normal",14,"MIG"
"R_12J8WTln68VNp60","vale15.RKG","6","Valence","Rationality","Knowledge","Normal",15,"RKG"
"R_12J8WTln68VNp60","norm15.RKG","3","Normality","Rationality","Knowledge","Normal",15,"RKG"
"R_12J8WTln68VNp60","vale16.MIB","6","Valence","Morality","Ignorance","Abnormal",16,"MIB"
"R_12J8WTln68VNp60","norm16.MIB","3","Normality","Morality","Ignorance","Abnormal",16,"MIB"
"R_1q2rC3ewthChYpA","vale1.RKG","1","Valence","Rationality","Knowledge","Normal",1,"RKG"
"R_1q2rC3ewthChYpA","norm1.RKG","4","Normality","Rationality","Knowledge","Normal",1,"RKG"
"R_1q2rC3ewthChYpA","vale2.RKG","4","Valence","Rationality","Knowledge","Normal",2,"RKG"
"R_1q2rC3ewthChYpA","norm2.RKG","4","Normality","Rationality","Knowledge","Normal",2,"RKG"
"R_1q2rC3ewthChYpA","vale3.RKG","1","Valence","Rationality","Knowledge","Normal",3,"RKG"
"R_1q2rC3ewthChYpA","norm3.RKG","1","Normality","Rationality","Knowledge","Normal",3,"RKG"
"R_1q2rC3ewthChYpA","vale4.MIG","1","Valence","Morality","Ignorance","Normal",4,"MIG"
"R_1q2rC3ewthChYpA","norm4.MIG","1","Normality","Morality","Ignorance","Normal",4,"MIG"
"R_1q2rC3ewthChYpA","vale5.MKB","7","Valence","Morality","Knowledge","Abnormal",5,"MKB"
"R_1q2rC3ewthChYpA","norm5.MKB","7","Normality","Morality","Knowledge","Abnormal",5,"MKB"
"R_1q2rC3ewthChYpA","vale6.MIB","4","Valence","Morality","Ignorance","Abnormal",6,"MIB"
"R_1q2rC3ewthChYpA","norm6.MIB","4","Normality","Morality","Ignorance","Abnormal",6,"MIB"
"R_1q2rC3ewthChYpA","vale7.RKB","1","Valence","Rationality","Knowledge","Abnormal",7,"RKB"
"R_1q2rC3ewthChYpA","norm7.RKG","1","Normality","Rationality","Knowledge","Normal",7,"RKG"
"R_1q2rC3ewthChYpA","vale8.MKG","4","Valence","Morality","Knowledge","Normal",8,"MKG"
"R_1q2rC3ewthChYpA","norm8.MKG","4","Normality","Morality","Knowledge","Normal",8,"MKG"
"R_1q2rC3ewthChYpA","vale9.MKB","2","Valence","Morality","Knowledge","Abnormal",9,"MKB"
"R_1q2rC3ewthChYpA","norm9.MKB","1","Normality","Morality","Knowledge","Abnormal",9,"MKB"
"R_1q2rC3ewthChYpA","vale10.MKG","1","Valence","Morality","Knowledge","Normal",10,"MKG"
"R_1q2rC3ewthChYpA","norm10.MKG","1","Normality","Morality","Knowledge","Normal",10,"MKG"
"R_1q2rC3ewthChYpA","vale11.RIG","5","Valence","Rationality","Ignorance","Normal",11,"RIG"
"R_1q2rC3ewthChYpA","norm11.RIG","1","Normality","Rationality","Ignorance","Normal",11,"RIG"
"R_1q2rC3ewthChYpA","vale12.RKG","4","Valence","Rationality","Knowledge","Normal",12,"RKG"
"R_1q2rC3ewthChYpA","norm12.RKG","4","Normality","Rationality","Knowledge","Normal",12,"RKG"
"R_1q2rC3ewthChYpA","vale13.MKB","7","Valence","Morality","Knowledge","Abnormal",13,"MKB"
"R_1q2rC3ewthChYpA","norm13.MKB","4","Normality","Morality","Knowledge","Abnormal",13,"MKB"
"R_1q2rC3ewthChYpA","vale14.MIG","7","Valence","Morality","Ignorance","Normal",14,"MIG"
"R_1q2rC3ewthChYpA","norm14.MIG","1","Normality","Morality","Ignorance","Normal",14,"MIG"
"R_1q2rC3ewthChYpA","vale15.RKB","1","Valence","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1q2rC3ewthChYpA","norm15.RKB","1","Normality","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1q2rC3ewthChYpA","vale16.RKG","4","Valence","Rationality","Knowledge","Normal",16,"RKG"
"R_1q2rC3ewthChYpA","norm16.RKG","4","Normality","Rationality","Knowledge","Normal",16,"RKG"
"R_1lbkqWisVaeSN2l","vale1.MKB","6","Valence","Morality","Knowledge","Abnormal",1,"MKB"
"R_1lbkqWisVaeSN2l","norm1.MKB","2","Normality","Morality","Knowledge","Abnormal",1,"MKB"
"R_1lbkqWisVaeSN2l","vale2.MKG","4","Valence","Morality","Knowledge","Normal",2,"MKG"
"R_1lbkqWisVaeSN2l","norm2.MKG","2","Normality","Morality","Knowledge","Normal",2,"MKG"
"R_1lbkqWisVaeSN2l","vale3.RKG","1","Valence","Rationality","Knowledge","Normal",3,"RKG"
"R_1lbkqWisVaeSN2l","norm3.RKG","7","Normality","Rationality","Knowledge","Normal",3,"RKG"
"R_1lbkqWisVaeSN2l","vale4.RIB","2","Valence","Rationality","Ignorance","Abnormal",4,"RIB"
"R_1lbkqWisVaeSN2l","norm4.RIB","6","Normality","Rationality","Ignorance","Abnormal",4,"RIB"
"R_1lbkqWisVaeSN2l","vale5.MKB","4","Valence","Morality","Knowledge","Abnormal",5,"MKB"
"R_1lbkqWisVaeSN2l","norm5.MKB","7","Normality","Morality","Knowledge","Abnormal",5,"MKB"
"R_1lbkqWisVaeSN2l","vale6.MIG","4","Valence","Morality","Ignorance","Normal",6,"MIG"
"R_1lbkqWisVaeSN2l","norm6.MIG","1","Normality","Morality","Ignorance","Normal",6,"MIG"
"R_1lbkqWisVaeSN2l","vale7.RIG","4","Valence","Rationality","Ignorance","Normal",7,"RIG"
"R_1lbkqWisVaeSN2l","norm7.RIG","4","Normality","Rationality","Ignorance","Normal",7,"RIG"
"R_1lbkqWisVaeSN2l","vale8.MIG","2","Valence","Morality","Ignorance","Normal",8,"MIG"
"R_1lbkqWisVaeSN2l","norm8.MIG","6","Normality","Morality","Ignorance","Normal",8,"MIG"
"R_1lbkqWisVaeSN2l","vale9.MIB","1","Valence","Morality","Ignorance","Abnormal",9,"MIB"
"R_1lbkqWisVaeSN2l","norm9.MIB","5","Normality","Morality","Ignorance","Abnormal",9,"MIB"
"R_1lbkqWisVaeSN2l","vale10.MKB","4","Valence","Morality","Knowledge","Abnormal",10,"MKB"
"R_1lbkqWisVaeSN2l","norm10.MKB","2","Normality","Morality","Knowledge","Abnormal",10,"MKB"
"R_1lbkqWisVaeSN2l","vale11.RKG","4","Valence","Rationality","Knowledge","Normal",11,"RKG"
"R_1lbkqWisVaeSN2l","norm11.RKG","4","Normality","Rationality","Knowledge","Normal",11,"RKG"
"R_1lbkqWisVaeSN2l","vale12.RIG","5","Valence","Rationality","Ignorance","Normal",12,"RIG"
"R_1lbkqWisVaeSN2l","norm12.RIG","5","Normality","Rationality","Ignorance","Normal",12,"RIG"
"R_1lbkqWisVaeSN2l","vale13.RKG","3","Valence","Rationality","Knowledge","Normal",13,"RKG"
"R_1lbkqWisVaeSN2l","norm13.RKG","3","Normality","Rationality","Knowledge","Normal",13,"RKG"
"R_1lbkqWisVaeSN2l","vale14.RKB","1","Valence","Rationality","Knowledge","Abnormal",14,"RKB"
"R_1lbkqWisVaeSN2l","norm14.RKB","5","Normality","Rationality","Knowledge","Abnormal",14,"RKB"
"R_1lbkqWisVaeSN2l","vale15.RKB","4","Valence","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1lbkqWisVaeSN2l","norm15.RKB","4","Normality","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1lbkqWisVaeSN2l","vale16.RKG","6","Valence","Rationality","Knowledge","Normal",16,"RKG"
"R_1lbkqWisVaeSN2l","norm16.RKG","4","Normality","Rationality","Knowledge","Normal",16,"RKG"
"R_vdhFitmnNMJvAFX","vale1.MIB","4","Valence","Morality","Ignorance","Abnormal",1,"MIB"
"R_vdhFitmnNMJvAFX","norm1.MIB","3","Normality","Morality","Ignorance","Abnormal",1,"MIB"
"R_vdhFitmnNMJvAFX","vale2.RKG","3","Valence","Rationality","Knowledge","Normal",2,"RKG"
"R_vdhFitmnNMJvAFX","norm2.RKG","2","Normality","Rationality","Knowledge","Normal",2,"RKG"
"R_vdhFitmnNMJvAFX","vale3.RIB","2","Valence","Rationality","Ignorance","Abnormal",3,"RIB"
"R_vdhFitmnNMJvAFX","norm3.RIB","1","Normality","Rationality","Ignorance","Abnormal",3,"RIB"
"R_vdhFitmnNMJvAFX","vale4.RKG","2","Valence","Rationality","Knowledge","Normal",4,"RKG"
"R_vdhFitmnNMJvAFX","norm4.RKG","1","Normality","Rationality","Knowledge","Normal",4,"RKG"
"R_vdhFitmnNMJvAFX","vale5.RKB","4","Valence","Rationality","Knowledge","Abnormal",5,"RKB"
"R_vdhFitmnNMJvAFX","norm5.RKB","2","Normality","Rationality","Knowledge","Abnormal",5,"RKB"
"R_vdhFitmnNMJvAFX","vale6.RIG","4","Valence","Rationality","Ignorance","Normal",6,"RIG"
"R_vdhFitmnNMJvAFX","norm6.RIG","6","Normality","Rationality","Ignorance","Normal",6,"RIG"
"R_vdhFitmnNMJvAFX","vale7.MKB","2","Valence","Morality","Knowledge","Abnormal",7,"MKB"
"R_vdhFitmnNMJvAFX","norm7.MKB","2","Normality","Morality","Knowledge","Abnormal",7,"MKB"
"R_vdhFitmnNMJvAFX","vale8.MKB","2","Valence","Morality","Knowledge","Abnormal",8,"MKB"
"R_vdhFitmnNMJvAFX","norm8.MKB","1","Normality","Morality","Knowledge","Abnormal",8,"MKB"
"R_vdhFitmnNMJvAFX","vale9.RIB","7","Valence","Rationality","Ignorance","Abnormal",9,"RIB"
"R_vdhFitmnNMJvAFX","norm9.RIB","4","Normality","Rationality","Ignorance","Abnormal",9,"RIB"
"R_vdhFitmnNMJvAFX","vale10.MIG","4","Valence","Morality","Ignorance","Normal",10,"MIG"
"R_vdhFitmnNMJvAFX","norm10.MIG","4","Normality","Morality","Ignorance","Normal",10,"MIG"
"R_vdhFitmnNMJvAFX","vale11.MIB","4","Valence","Morality","Ignorance","Abnormal",11,"MIB"
"R_vdhFitmnNMJvAFX","norm11.MIB","1","Normality","Morality","Ignorance","Abnormal",11,"MIB"
"R_vdhFitmnNMJvAFX","vale12.RKB","4","Valence","Rationality","Knowledge","Abnormal",12,"RKB"
"R_vdhFitmnNMJvAFX","norm12.RKB","1","Normality","Rationality","Knowledge","Abnormal",12,"RKB"
"R_vdhFitmnNMJvAFX","vale13.RKB","4","Valence","Rationality","Knowledge","Abnormal",13,"RKB"
"R_vdhFitmnNMJvAFX","norm13.RKB","1","Normality","Rationality","Knowledge","Abnormal",13,"RKB"
"R_vdhFitmnNMJvAFX","vale14.MKG","5","Valence","Morality","Knowledge","Normal",14,"MKG"
"R_vdhFitmnNMJvAFX","norm14.MKG","4","Normality","Morality","Knowledge","Normal",14,"MKG"
